,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
72,0hG1R-1C6pvxW8d9QMfoz0A06sjxHTZAoH9gNulyLzeZC_0,gcBRvtY2lg90Vs-n0_mBgnctMxHPhdtcBBS1MQeaarblM4M,ooZU-fF30Tbp6VZT0VeDm-xDKmxeKXEvUp7ZIavoZZxv5EzIQ_zrzJPTGUfvXxmQCR41O5dLR790-w,gemí,1381,1681620122000,625
73,BZ7sNkdNzzuvy5FLGsUspHwjdmYPqTPIRAAyntPO7HIBs1c,cgS6Myq06iL_W3UXEO-CmRYpSYGCC8g8EixguNPmgBov_bw,iMlnjvk_B3Tg6B7_8bbXy9-RJebSIQ99bqmMsJY8oRbpRzpcZZRQMw-rDUn4t6bBYTgeabBzyhU3hA,faker god top,3375,1681695189826,219
74,_djm2sQQiHa5NI2hywY6bJRYLD05i1PMf7-6WZKAkhZDFtI,DQRJW3DWgaSlAYAEOsYOmcQdWT5RjgzxIgbaGtOqNCrMHsQ,cRCup4ilLMNuo8Dm5-71vuNrdxmevwVjcTiKOiGOxvKOeLTqKSSuyJ3HYU9hAihJyVv-nkRqcDvdlw,kookykrook,5585,1681700614039,568
75,KANbUqIYeNL3NokRZXJl7QARNrfa3pxJQdK9aj3TuaSqz1DgrtOX0zv61w,5Nz--0uyKSz0fcTZVA3ca2CtvE5ADZRFMWL2BiM5_Eu-C2_frdz4Hk9D,4Hck5e-Sr-jaVpMZSoyN0BApmxr4n54VbgkUthDtFzSbiliF_ROL1ijQXTml_Da8WD8A5jEf5XrIRQ,playforfffun,29,1681102528000,51
76,NoqWyuf2AI_eoylJN0Lth1v_qFQt3-38fcHy2Y0-52lz2TRHviWJymjx3g,EBGC72ldBi9dnPbgaoLoLfY_duuhcQTVtDYqj0jmTi8oz3hpQ-Y2yVBm,qEZ0YRMctBks6AOgPAjTDNx3mkgRKWu8TRxqL1d3-0L-K_gWmfXKNvVtE4eXzemZ2aOB_qERSu430Q,Fleshyyy,5640,1681283736000,63
77,PReFVdC3sFzFfwk_fxb5yqg1JtrDOS0j9da01cQdIwXmakDXpewmyt6Q0A,l7CiCdsBEkpu0tmk2ssCW3GndMVJNCcRiBYwBBva7_ZEk9RVZz-hNeQT,40Saui5NIFEoUC4uxzQNro8D_ebtx_IemfrhCTlSk9LFus5uDgeL-U7WL13pZ7g_3wT4SMKfgw0CIg,nalamango,3788,1680483667000,126
78,RCjK9KESoKPO6ZCgyvrg7-i8ejqv_21fcU30m5UTunlZfwxTwo0nCMtOWQ,fNySuvqQDtjSMLcO_MPmnpGrMAkZvJAnoppNKFIrSxdD_37EFtWpNdsl,I2XhZZg898uUkGJJZA82-8bOJn9MWAgOBR4NLTzYpmRlprk4ie1F9ORS22VJ6dlit9oNIeJhZE0IiQ,Phuemough,5736,1681688649911,66
79,1Ij4AOnaFsP4O5oCsIIOG6U0UWPlu4Vo5BeHDnvGUzsiyLc,4QDIWRADwb3E6MdUrBQBd3aLefMncYuvw1FzUSh7FGWf2VU,8Fh2n9y6DO5Ku25Ou_dm8XXC5_X3WxjLA08bGhfKjZ7loKnIQ0kiD_F3vR3dM1Y0awqQFMdRfF_liA,DevUnikorn,786,1681715905837,718
80,1GEXQ9SojAkQcYKH8CpUjHnroayeKBAM3DoWYNh9npce8_w,8YVLDZH3lfL8o58x97tALXG3DEV7HZ3JA8vE0DqrrYlKYw,V1MOVaFoShqweqQ-3n12JMTZu1jRMMyqqEoJMLqtLxeBIpiCpUwH8MshVjCv1E0t0Pm45kJ3y4Tvyw,41205,3456,1681096928000,236
81,YSC0na5oLyIheju_5lY01kcpN2N__PvKHWx4bDa5J4165s4,r-L6ahze9SsR3ktWwR4Rx66PIqbtADAG3ZzsFkvExMZSwg,AXSt1kTpEUhQK-UYG8crw-YeWcrYaGh5zLqpVLbfx-jhLoHlcOnKckLwxcLFBYXkthwadMa414EgQg,Yozu,3150,1681700128962,609
82,ofeMLL43R_IOHK9OVQUxQIjBpgNmzslB89xgvhXTTlSwybty,hI2Q2OpY_Z5rK4Zjk7TfmUEoMCixVtwC3hEqtKJgR30fiZT15hl7d9Ub,1UZ20PCX3tezshhbzrWUqqWd6NNm5mL7JjxdgV5ysGbPs0VcY_iuK8tRrWxjExSGg027fXNpROeVfQ,Andy,5448,1681730257699,313
83,2F_r4E90XY2uJPRIc2DyQlRp-vcnLvAl7RxJsjI3JsdAwQQ,nXg4k9xVA5OfBWq2eyAllcBgW8DMkADl471xSgVIdGnN87M,I2h6UW2ZD-HYAaCA5ApowtoXZH55vY-ybGIwmEHMdAnehqToV8LN2IGigYGcTDlIbUrB4rxI4XlEDQ,Little Pawn,5707,1681698299553,915
84,TjbQP_2eW_Isatgp3tvhJqJRJEkmBQ4RjKfBxHJZSypWc0xb3hridjf3Tg,vxB7JrHrBR9iihrPhgNa_t90v8ixhbaYd8rLdi4fiPobNNOF-NE0XqkW,nhRWr4hC5wlnVatUkwbBBWt5ArKWLLCrb1R2ked1TT_37uqbJjAprtv97bmQKPV49iHZxt1M1m_wZg,Isles LFT,5226,1681711421973,480
85,iDxv3QfH9aLBJh2z8aQ8LgdgEQpJypVkhUDqDazktoQXMKo,AapX94kHfXN0992OMAV9702h94IFj8HmmzaYQgD322AZqA,ARdTABS8efwbQCefh7Q2g58KY5of5dgVsBzt-8_rmofIY83_HRDaZcY5jV12JUN-76Zax8-qw1Dlgg,ControlMageEGirl,1450,1681366718000,293
86,gsHiP4Srekc13dwKy3xLt3OaK80NP-NbPLEr8ViIIlcKpVFAHMI0defKFA,CWrDGQeD2Z0EQaEZ0l7u8vdePi6XuE3wTYmrIJzffj8mHFmjdNywe_nd,C5pV1swvMFBSSn-1kJKmdtxs0aKr9BB6y2NzPtjPjBuEnflccEMiQLcOWRqBokaGyhbF-5UyjNzmwQ,TTV AKASHI10,5079,1681690510000,293
87,Ti82lPDPzINJeg_fEdHpo6szaVbsQwvqtW0n1zsLA4_FmiSt25SskEWEuQ,EtWaIkvYTn8okfkVWKGxCytHIPKNg6XAKPopXqdDVu1FEot8f0-_IVxl,6K9-fIfjIw-LKGlJGedN-gFjqFIsvYAcimdvFngD-XF60B0GPDeV7LRcChKRshudHlnAJORQJTTdeg,SIayer Supreme,5630,1681608717000,557
88,EKBQp1QfyYTTu5uaPnJ0PSt5OUcCyUxC9PXDj45_eomvEuXo,YnDCCrmhC8XPQe8aqyUTtrCj7q3J8YAAcdZOHGhvsHFt0RE98d_RQ1Pw,dfyPvdiiRi9q0bWMPxJktAGHQ1ABV4YdhqXzbo9pYGjEGrDt61OC73rpQAgvPh3fi-ivlTHqSSKn7w,its Barlo,5530,1681610201000,434
89,LHeI9OaJ1FJetNPC3UikmlxfCr3wkGF4merj8q3-ONonO74Yy2wnNYs66w,M9GJhgjZrfHbiThN3cUWgbduIkxm6gDvSxmA0z0YqJYZi2AvwxbDI3fB,oA_Kps8t1CRI6Er4ZN_L3NTWuBCLgtiX4XheDIlrVWAethnAfIopoF_HKwxvwdEpSBwDsXe2-nVxpw,FLY VicLa,29,1680933434000,52
90,3eBc94pWCV6UGPl9LRwFFVCe05VPkTCirznHdZan9amMWEs,SvgmGEgF-ZKPX1L7bea4fxZJJXW4Mn3gLfM3NSv3A5iG7PM,SS3MI8RsdM0cfSDW1sXEKaloi7mnVCLJ64fEgniWW8HcnjMLN-FVuax63Ul8uBhuwBZsSgd-x8ECgw,dlwlrma fan,3797,1681694128327,90
91,bb_lgl1r5DTvQyrKp2RkFm9S1YQp1q7TUEOJOc5lECMKUIGa,lOQhKPdMw3pLLx886AkuvGYneOToJX-ns3tdfDkTGCi_xPVlcd6C-lAB,FtCd0H9cbtiwxyVaVBEhZRIlWbN6vS23Ik1lZMdZFbRqMQp2V3HcvP5XRFvkKb7COaePIRV3uRhkMw,Äs Nödtt,15,1681618940000,128
92,k6O4mUcyDfHD5NEig1vpS4CJd8j1i3cL5ulp8MVfvjzAydQ,Bb-e5mxbx09CwRYrarwVynB0Nf-mHY3uTR1LNycSJu0LQw689eUrstwV,MRGjA5_9WuCaqiN6YLbNHosB_oxxn2Qwz3wFCrpKap4uEO6EHK3_FNdVrJ_Z9pHgjt4X3nhUOIJvEA,Wumpus Wave,5259,1681705763034,508
93,kGICsvN7BAPvm8C6v69dvlBPcCCz5HHPjseXh19zwHQMSDg1xM1qi98mYQ,EyYmi_5IOmSDzHXZKssD9f4Sg5gI2tPcxmdV3drodvX9Nw-TB-2_QoZO,rVgkkN0xs92CRCkUY_bYS9dSFE0Kdovdpy-sFURGP6NLAaLwmtu90JI_zBTRdykMXqdXwMYFsyAOTQ,Wxnt,3583,1681721946089,59
94,BxquMZVfLMiQUcyjyKrsj6w1h9pc6-WlLTqnukTcNw2f-FI,0-0-Rj9yIZhBqQNiN9qPfHJ3I0mmMcgYsRxlQujui_yn5oU,lh9wxFiGOYZ9DoYF8Tz9EUAYikLxJB8WWxwjV5VvOXTWIY58OlWsLWO0GbvD1HiqdfHvaBp8HNvvrg,dfgtredfg4,7,1681616475000,124
95,8p2VQ8HQXkdGv0Ty-ChMxGdpwccDfIPkpnl3SeB15C50MpA,fsLdqHjwmWBlgFA7a-QEvq7oDMbWZxnKlt3bVeKeE9pttA,W7iO-48WpeEswYS2IE0POSMC2gUo2tOl2ofJUAr0R8L81gZMONLf2J4uIV25VoIiP7qJxsHukeexSA,ƒreyá,5547,1681724408994,516
96,Dth9e9CCfBFgUi056hRTm1DjIJssjg7578vZyBFi_MWElpY,5xUlZWrWHo9izV1O-mKr2SqgLbQOsDbQSH24BkaxJSWxvAdvipB9Qz_M,yJ14w6Wm725QK6MKuwQ0VtX_AkeJz5HfsdjiwRKWbhdqvQU78FsWWSKFW_O01qBw87LvJwZ6WKEBCA,bladdee,4780,1681704398732,692
97,8PpmxfqGzJ7P70GwptJL6g84lJbTC1A2fLm0Tah4WPxSIjrz,iF9L_8DR49A8mGiiwK1G1kQk3od2S5t0gPppd6Eow6sWldvLDbii32_S,a_7fskmK_oB9hu8Nv9fds807c0EKrlJDRRXLpS7bgHJ6ZZBswmv6SuqvA-dbZi5_d_y66IwFIi0ZsA,TTV chenchen53,6,1681493504000,828
98,-Sy-o4RDQAfXx8wTEtj9-vd8j3AGDW_BCxVpDx5kBAGBMD8,UvFlbWy39YkDMrkztKb-eouUoasrkeFF9dx8TPc-AYlTMZ8,DrpTGJvC7PJVF3WPi9oG53eHgVX_4SddhE6IEoibh58axoYS-kMDzKZXKnL9jN3HmTtWVqzYBvnJLg,DIG Rich,9,1681721258446,626
99,bJoRFZjtUdX557j7eU1cozApTnxjoSVqbJI0E-nBpl4iVeyCUC-6BdPbyQ,w7wPCp6nzNa7Y6ZytCmm0cNAp3_8RlcbjJDSEHVwxFejJwgCN9h1BfnR,_x1WRIFp94rMad7nYd3eQCtc2qwvK2nFV8Bsrlps55MaS-mz91QICHO-1Sds0ffA32EsCIMj3f6ywA,KISN0,5470,1681625466000,76
100,k-Djyk1T9POER7PWkVXipWk06cZJ7th2OQVaW73heI2tGEVq,BOkMjGh2LdYd2_8HaRDmvP5V0ajZZl-bnrZ7oOVsLgbiBa-6VNWbDAJG,HDCGNksuTWRKhdiF4pVdD8tU2rA8sKOk5w6AKxAIXXgwW56gePrxjjLXnam6OcWEZJourm9cYVaSsA,callmebaby,3840,1681637412000,642
101,ifjLPD-cJXb220K0qwCEu4gJn8PKrL3DP7BzOPmrI4dSeBo,Dlg2VEMAqUXT3yvHk7Twb4wymZEA82b0M-DNsWMb-Qjdcg,mH8VIZjqcZu3U1J7oiVMHDbIpTDLsUQIilqid2y7FlC6hpUpnR8LxetYYLXHf7aFVEfDfdX7wfH9uA,blaberfish2,2074,1681626957000,411
102,Cm6USIUyJUIbRUSn5Yqy1NgDryfdMZZSONp3l6G_5sBKm7evltH2_m9DFw,v8LTSlbRpJp2z_nGN54WmF0t0IPYEK8f-UHgd4R6jkIfU3EHbXHeorhI,DmKIRPvTZvY3at5FtpBiw4UyGTkHNn4Fg7NRRAtpyLzTg8ioymbi6vhlZMBmaGwlqhr32PgkyTSH2g,Yuzuki,29,1681730403174,115
103,2wb9jsM3k6kYNzbhwdM2y1ZcVgtYXGGZeil0u2ih0iE64OE,2vyGsnihhnWHb-5oc6hZ9-e7b4Xt-a0Er9v7c-ysryk8rY0,IjJsybbgl9g3N33xljUpkraZq79J4RhW-zymp0uO6rceVDdc4cCrLvMmUmRoe9aNTNIXcZJriACeHw,C9 Zven,7,1681707775967,609
104,0H3u97usDongol8rO55DUe3IZTL5nyT07ZpUGXLDjoD_woQ,gq1oRCimwOYvvrGSZr-JxQiPAzhP2--T9gWEkmDbGhDuK3U,Mjz_XRzcyUjn7wfme7hvirgc3m-3REPCS0ugCYXLcHHChX3eD35A7LW73qgsOPcqwLyq1tJz6VtDGw,GSDFQWASD,7,1681680381515,320
105,LMMxLdWyquMrW_91WBVTH4u7E4wPe1oCvJIhpIaD9a8lejrPh9qXBuEbCA,obvih-bSmnRnUifOtS6to_xz3tKtnLaiGtgYpoTb6AOSnzP0M0Tyi2Do,BrrBxxmu5sfl2ifTN3ran1PtA5VNXgT0Brwt8JDN0lTDMPGgEXP6cfikyqCecgJFri2vCcaGKUR6Ug,DlPLEX,2073,1680556546000,570
106,GlPtAk_g5uphxTYaIMOws9GUhL2aYx6INBlJnvTUdjpJhbeO,z-efzFOiB3yRFZjk6_UPAhiGHsf-e3l6VK-OFqHmF48jB5hgsWHeZ6h7,IjTdq-kDT6KFlwBH9KjrtVvFMIe78W0Z1DgrPXRP70eOdut4z1ZQr-gunXOAaQ_Iri0HakrLM-DGkA,Wanfeng ouo,3018,1681696959278,90
107,srCfjxewo-X9MKCewr-6nrL3DyqiDQBWSc8uBAnTDugf,rBK4Fwktc5dK-Ziqd9aqsDTItAosjBxz4QFyMEily-c,fm9SY1OsHPwYAjxjWSwte_6K5kqXkpNCfoWlPaMCmZTH7LIHQG2P9uLrGdSdQbFh0wM2JM54Q8koKA,iviper1,4022,1681690930941,501
108,dyDLOL8grJt1yQ3v4zXVGonegCdOUG__2CEu6sxmerbDKHE,UZYkiRL4EnqMgE-TOb3UWBMvaGqM3vWyB0AtO--yNWwrBA,hXyKCfjkVDqOkGP89mNhmRHK4OWkPnhfVnX-miw5I88XjquC5NmqWYlnPmofU_qdYvp1gcQGQwjKow,ToastyAlex,539,1681686756913,548
109,ElxNwGFe0caq8be6CC_Cu3BC0olepv27QxA_GAK0vIbcNYg,RZRvK2-63eg7IijDEqAr27iOJfwHTs1G8FnDeKKhrcWm6ZUty4Dun580,4XAsKeKbWgPxhFE1JqjmMw4RsDmpyweevzs26QeKF42kdARHnik4Fvxeq-YmzDMCZ9eh5_0BBzvgRA,SanguisAnguis,5252,1681424541000,439
110,LPcsc1ptAvhqJvU-1kUBtlNWI2IiELq418AVK4n4xU5YIts,aaW5771hfoASIVTYTRv2_e8KyqL24rvsechV7rOoOAUhZA,xtduhb8qppV8_9hprGLfDwrrCG6Vel7TBpCCueQtY0KpXbisFgdWfOHZe0ZJXwKSA20E8ooFZkU3Gg,Nikkone,4384,1681706020028,525
111,HLkSfExQ0jnMWavApDra6_LrMvGpxVtPAIl1yqyrdGGimL_8,_1uV9qB5ppAe07Jtm8sTler_uDgEnXLlwDIfRNvPcA9tik7FPakx3zKL,pPZs_JrzdB4CtLu3cKQsFvMQp_mE_RrhUTJ2RIZ-rbhRuhyqh_qXIw68c3lieumlWY5IRHiapFdLDA,ARRAY123,4271,1681576278000,230
112,PLwQnQPmtB-SVP1wgaICXchJHh7BcI3aNvFAM72wfmOO9cU,Abl1bLSEYGHchmY-4dr10DSlrTZtYauEtBoSBc7-vFVnb-E,dusCsg7If_Y2UCVN5fG4hn98qgzOqTuQRCp96MYmWpf4qdZ9BC9bZ_y-Sp9oAa_Ryoe_Sa32MV5V4g,C9 Lost,3505,1680487806000,342
113,yOcIckxCVhbxAWRVzrsr2FqmX9GJ7OWnpw3wyDTeYMaCudc,ZQJsp0Qj2loJNtB_wKSJs9bspHCId2rL1eQVDDkWjTrBYA,fnry4Vg0lAbfT6ve0-owf4U2l1zEOMQgVsXt7Bw7Ti3CrPnToSzz9AfcocAstxs16WwvlypptcBAFg,Allorim,532,1681701365996,644
114,8h2-JUieM1VBl_euWvhxK-aA1XtC75_VH5WI0HDKi8JRG1aK,UoCIM59C7jiEilgXp86-SRCh_Hxsc8HZl1CFlkmoojZQVkBtDvRsg10o,IKURYhNgQhlJzxVpAXFuSANsTn8BZMDPJlriL81mXZpwqFBVwDRss9gsndC6z13IkvcayGST4qb7ow,Deep Learning1,696,1681702433567,370
115,HTIo27TXQ9odnOPYrmlvDObM2ZD5l251lDdjECz2tXGMAfE,vetWhVMpy8JKOHlwfGNxsxu_AFnC65bBaM5kagh5zcb6guU,Vhh2GByQtBM3Rsvsse2wY727lQ_iRn52d3e1ZNrMt-j0YxgEThKnRftywooj5CI--9NNpuhrtydH3A,LastDanceDF,4240,1681685695058,880
116,icSAJdSBsMYnxKfAGAdBKZL5pOqE6f9zgauK3WrswJHwixI,Vy2Z_CJbRBjbbHMSL8f6883z71itE7iOsjZRuOunRLNE8Ns,rXW1yiesdLyBmA7akSN7O4jqppWv1Eep_Nn_yqNLEZ6dz7k5DZVn5wGuV2OXkzKaHgvFfGwxNWMGhg,braydon,980,1681721374098,535
117,IqF0uH9h0mnDtGPZr7KwSVTijPKd3OQBFUjPwJdFH9fJPSI,Z3ElVAl9V_HJlV259p_bJiXDvCgMQ5D3OO41BEtS0mnFFQ,kTeiZEGqmGkFsnanwXPMGSN5monSxDtSiHwt79y5lCogvorXgIIi4I5UCHuVr8Uul8wpFT3Ob-SyPw,Good Boi,3795,1681692651761,695
118,3o9pZBLeG_A-qMrt2RF8Wf1udwv1TEnSfmculDKGKiYLxVrcTh0_ZH1j7Q,CK_56TOMsrSC4CIJOlconA9ES-UHhMbTTcTo4z03xn_E0cvWGLVI9jb9,9ctUrGkqjXRMrw8oB-d-hRHii3jCGi49M0KXlkZoyjqU0LFwSmguiyYb3NJT9eArBM4jP4sS6kY-aw,Saantorin,3787,1681605448000,39
119,zH9b-Q7fDKqdJNVHtxAmXTdjt75jPfTHVU7K-lQL2y12B7I,GK7tdvDkpBGAN3SZi6iBB4v7-L4YdN0y872zfXV5Jpc7mFw,JoKsy9gaAPtzJYlO217HxTKovUJlUgN1nHB_u5_Ddr0dX15OMhn8VCgYgqk-tbzYoK-9LLRjprHvNQ,Nem9,23,1681599278000,961
120,LJnk6_S3_wZeXgN-KKLysGC4A8geEDC1ddhvbNWs8nMA5LQ,Zuzd4IKj_Suk9QJhATVcD1OmkhdDedy360xXPEHd2mg5IQ,e7wcTebmFtl6DITddkeIpAM0jNs71F74fUV1_CrM8_fIdVQavLXMEB_RkyCv0OOYAVd25eOb7cB9Fg,Zacierus,538,1681714720357,884
121,H76R_pUzcSDPkbvf2LPB1X_OZL1EJWB7j4fYC0kVzZ3sUJOOuxu2uIW92g,rCnE16h1R6x71JEim-C5goHC41qXApq_AfM-55RAOnmPkc7U73RRR0Ga,aRDHtq-dGPyvFF2wQxQo4sQGkL7SoT4eWxJVq5p_sG8Gb0pyMjw1GDHEDvh6VhgU_fnVxgwzjZqKZg,Woddie,29,1681009733000,121
122,XSRWIqtkhyJJPJqsEltpiJMNfKRucrw3zwpTu4xi4rZja_Yw,vyfwiAOcZ_czJCHfL921XeCPkh_JnIfyFpCjZHSAuKlqx8fHi8wtqMJS,AzlwR5ieGcRSuwvD_lG5rMFZbiLCsxgLWRU132s0qZNoDXKRE_-5lEtPYKhx9WtQLsRcwrGRfRy8qw,No Ionger Iove,29,1681711797488,62
123,3Ktgp1xy_clpAUvz2-KOyD1X3W1wTdrQyLJ1qGNNZpKydmc,37E-35kiwGvCYsInHZz75QK2170w2x5TjKWJHFY9gRtiaw,pgB23jV3nMboUcNk0QSMTsx5bg7vo-KEhnDrx57B-RZbNqNABsW2SRIWMlN3ZLBLVHyraId-GVVokw,davidmonsterfan,588,1681703160603,432
124,8v4j2wjmeB8PeHmIHcS9okhQcjXC27N9EgRJi8w_es15vkbjdBRvLjk2Fg,YQt37lGG8D9XSDgZ2C8Y1C-g3KHHezJTS0_0IMIWJzjUmEeIZqAXGK15,GOYW6IobDWxsubFkwrQTC87ymc0yBtdOKpD5DiWBE_794jb2FL0y2ePyLfW2cEk0OZqZZWlQPLbX7A,bejjaniii,5063,1681449551000,208
125,hySA0v6dKOf2EysXRPtYpZxQM0Wy6wmUz8bWMWyq4ZTawKQJw11I2M0njQ,If1onGRL59-oozVzusGBj9ADyek-LaHwiZs81by9Wow3IJbzvqCpLidw,RYc0XxFfsKMPxPYSPwGczL-_P3fmv8PkO7CjFr_jYZSFgncT5fQYT4VeuZ5uJHtZd6wCgnrNnivVxQ,SkyIar White Yo,3175,1681721330485,69
126,OCA_7m4ZVqZ3sISCnGaQHihvCKHy0QJD0FLs1OHkaOTfjqvPguNW2maLDw,Hwhcuwpba0G3dBWEIJc7uyGGlxcAQoqYCkOBgyZ7GefdDDOpioDHThVV,4f8wt-jApXhRBeI9jjzT7Ji2DF8WnPaMQBD13udqk7Pl9YU4I_4s7AzfWo5gQ15_KblL_9ysuIZxUQ,jojooooooooooooo,29,1681717483632,39
127,oiCEldzebLmG4s9IMkeV3nkrlRcqHw7D6m8h0arBUnLevCA,wOHieUnykjPkKotcsyn7KC5gvk9dnAOih3uDvcM_8R7zWg,q-DeBnZE0L9MNlNPiFggijsY_0RiNGhpUu_Z8IsiJVaFdhsXq0b6JAXvPAqu_wn7tylUWLDTIvgwIg,eXyu,5490,1681684333000,730
128,Q3TKfLe1XZDDdOfBA_MEnz8WF4L3lUOvGQIeUbUSxyFgTBc,Kv8R5bYhKXrvBrjqxcJ2kxo226UTrj22CWRlzWEUKdFLkA,CTUHI0AHLU_82vFkzo4LyRv09daVvVaN4Dy4dnr9LKir75l5pTYVORK7OU9gPpE5q9zrbjrr-1PuFQ,Topo,5169,1681703923915,1119
129,yCX7Nug1DPKfKDQRq74bQr4LT2gHV6KCcvUpXa-uFI4yBOA,881PS9wwkbMF3Ieon5S1PnYgCbU9EHJYHveLReEO0exKgQ,hPha5QJgWDMru1x7dTDnE4IuvqQR7cZOApO_Wup2p8zScZuFFzh0f_LF9cC0j8BQ8pTcrqDImCfFkQ,Tony Top,1301,1681692884294,699
130,ZKlf1rfz6xF6hy64Wlug-9ilOtg1dbrDoXKK3NEYvXKGxu0,Jf4QxGCQPc00uNotKywJAMvMrY6nG2CEbfTjlKkhFHesxw,h1nvGe1iqgM-Vjsez7VnYpu5A8ThyfB0h2JPDP6NuretcyvoPsfR_rquiXtTmPjPNm2rv2wLH09QMg,Avers,29,1681733057969,423
131,THY1tor8u8zZ4k5ZQVX60eBJlq9-InlbfDet_Q4bS5rekws,3_ByP5CL1vvPOlJBHC_si5KeIpqJQRIYtk5Hiy5vjX9dj-o,NTEdNL5xNk6JcbrNYiqTxnRfphLHR4_HWO9bAOI43liG_LcIfKHJEGS2ayKm9as1EEiCv8P3uum-TQ,Fanatiik,4027,1681663398462,314
132,cqE695DmcVBW0fn5vx6WEpFR6mx0EFhrwXSDMSjC9s2a2ds,OzV3LnUtFekt6LBAckLq0qu3bqSZUOzjjlMof5MYknU5J0I,Fk9TORteBRTmGGS-L2m_u7FN2lW4XYLw8zBfMRCnuHNyFQHfxAiX51ZTknkZNc3ZHPXGMaLDOELBbg,Jana,4840,1681695025375,480
133,4iNvVQE-p_7p0Q3H358TqhHEs95v4WpZG5vnTZG05yPYSNIFsV0fVn3VTg,lP_shqT6BH261nwDYyaMIcVz5atl80XGJ_sgD0uqtCTurTD0HqYlqG7_,R94f8WVC6kxqO9szJrI8WPlxcp4s9WGGU8bzIg8CZHQ7g1gLp52XCm8VE-MV0nhviWPN67d_5p8pBA,kenvi9,1152,1681709499825,51
134,tmmZMLY2g_BRmecWdhMlN684QcIRdtW3H0EEmTgV8NVtujI,PENN0KHwdqjcy038H-M-uJXfdGnIF__KQBTDzvJQqx0AAdo,WDp4--e_PwRAxwcC0Lr3D-UpuskHgjaA-8hI7kfGZD6oC5RjETRaaMCdWSiVj8YosNOz297Hr5MQsA,I am Súnlight,4025,1681712220056,749
135,LNVegEMyHBfPyamssuMsoL67y1JQnG4GrdSisZs63vvjfrU,KxUWY2NpCsH62TL4VQzCGLSqSqAGAuezkKL3ao4vwXxJaQ,O549wjJSKaWeRCH00g5VT6k1CcxHVmM4POIHekd3GSRFRoUJrygEgizYNObaUBi0onfRNxmUxZY-jA,Hextech Revolver,4409,1681727718096,363
136,wwoassYIG10Vq26FLxboAV56uLJdoTBa5nMUmwIs5bhJHf4,PkOLjQ1I1UigHVHgbOfE-30CDQmU9TThDAEN7dJx-MtupA,AjEw3Kt0iNAFpzhIi8Vyfa2dkDyAg_ieT1Hj-dyBdwYGuuDsSX6W_MZ_9UBdohhAc7iYNAWGZqwSmQ,asdfasdfasds,3787,1681335969000,319
137,i2EaDH7u99O_Q5vt0WJMT837ryeoRcJDDP-Vr96V81rAxQGCB2jhQFdtIA,uSkk_kgFR0FexkyJLtGbF7k693x_Mti8K7ihnc6SorLwTVhhKJkVtGbM,71SaLkzIBgjFEAR5dNtg1_bp2bYin3j_Fqepe0FzKQN3eLog-SDjfAuR-L0zFy-hGQwwPTFWNtfHUg,jjking10,29,1681727926687,336
138,utjlVWGI7rFw7-X_ttVT9Fv793sR_83T5fNNDzHozEJiX1ST,vSLSlK34iqxD29YXtdpkQhdH9_kVVgEdDR7GhLyPpcQboXUmxCQRcCyB,tLox0Fs8eut0vaRk5WQUT-ZEn4GywfOkOdMT5Xr-rTVh7fB7P1BrC4QrGgz_GtEdBlmUDezB1Hqo_g,Mixtsure,5410,1681666047763,459
139,VsOAf3cWzJIKjq1yryshGRuP47jVu4iacY0Q36ato8XT84M,S0_m3Jw-zxW-_IERQYPTLVKprvTVxCW-YQ_BztAIJjpWxkU,_kSJEi8P6wYer_f-17x67mlz8LHl3Wjm1hoLJgZv7syKNt6sACpbiua6s8dXj1JxFB97L9Cv_dUYKQ,Trinn,3231,1681116276000,209
140,AfiJSjERXGpShKwmx7wfAZ1zon8c4n3FkC1s2Cu2diF7x9Q,Vwp1dRPhPUyjk_AHpIJlmf-bHZtN6EVSF6hKDRxpE0_OWLo,aMFuqcFSTCJ47gzlRC1LI54asVPXrvbr1yYbIja98J-K9xe_rNme1pXJCP79JXuUSchdU6r6ShH5HQ,U Never Loved Me,4405,1681715688162,897
141,_PDZ96sHlqI2Avn-clGm7JMuDNRkCFNXcpHH0c0DuG2AS2U,MW7dZ9HycNbv11PwHz2_cbrd27K-xvn3m_lkM0F6-JZxRg,jOMmSWNJaEAvNZNw6sulzb-FqucxQ0R9cpokl4czDw7SkyLImO88daCoTfrEyc-8Tf6cC3Q-kt094Q,Noodlz,1114,1681738023112,564
142,4BQQguWtJht3VuTl7Sv2-074xB-0HcvZo1jFn9MmS3Y46CU,Ompov_gJA-7wXV2S6zICXUPlkca1o2GnLRm2Ww8OmaWWsAI,DB7wJiOX2gb-f-01-rv9nUxjMA0xPqU99-wa6GVquffESwdhTvmtR_O4UOxLxIOqQafaTLoSd4Sc5w,Airflash,5002,1681710109710,538
143,D217XxFc11bDJgarLdWB35sIW5rKDcwy1S_SF1PIxHpIb3BkOMntENY1DQ,DKdOusuQCeDRlfAzzzqP-VU1twSHGMaTnn5wyC2edcsRZCHWlt3KNeCy,DKEi2d-KXKXspR4K7Jao4CFQy2s3Zn2zsIQsqzkr7GR5GjMSSw9BrjSXHQrUjxL4IX_c2EtbSbQTdw,C02Y,3591,1681727409366,61
