,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
144,d9NAeyB_Wlb41eo1-glD4Tk7O2R-l3SpIWB9J_vNO0uKv9o,21osCyPxwC0p6DClKMYBrLvdqP60nuE21yEtSy3h2L2ugvA,YcFt4KSsywWp5cvgeP6jrd8i7eZ14qon2J6uoIpbMvK5oh7UwMSNGXf1Kq5umt9TUG9EtlclFm7s3g,Zorian,3376,1681688360225,512
145,-_fxN4Ni-Q6GbuhgxQTe3XhNBVRsKKG_fGsXE_c6AyThnsM,y2XdVUoBAB6b4lb4GxJpI-1i3zitb7eszb2ZoViO4RUoIgQ,Q73Nm05kMi7piKqciYEPt6rjGFzXXN6ytPG1psbaRz6jKLTZlnHwfl0DibG9JIa0pIK_Xhtxk9uxMQ,Graggy God,871,1681597040000,446
146,Gqa1fT4mcZec9jl8M7Wfo8aEr5HZ3fPtd7hgl80VGtJO4cI,xZV1PHWT7KpSI7hKlTkteiz_2TS0Q3mWtx5CQbZ_3PlOheY,slXuLpcBWzoR3vS7wsnuXaYa2GxPJX2kfu5okE-2jtyLRk_P2lsC4sq5WfvNqad1usD5ZSdhO7HO2g,IMT Revenge,7,1680772376000,76
147,UmZdYdW_kdcwFVbn1Qlocq25Mct8tHyw-F26CyBAazqhep3V,mRkm8YzLSlX-r6EUE65t8b_2zqH5J4Rea8xrMFUIpThwKCgsV80NZXrX,gGp7vk_St2BWxYGcu6mnDGTSv05mGkKajeFuiv0dL_I9nLUi-udoYQJHV7yR1WWMy0alp0Qkbqre7g,TL Honda CoreJJ,3847,1681639914000,387
148,mPvX4cm_RlRSBISYjBw0kxJH3lqHghpBAeaF5h2JPiL-TjI,vvNvWZj6PONr34WZXRY2aHMIBOjmmVum1CEsY3PX946wQ7o,XpZBxaTegwzc3aSr7EP0rQ8FTkjzAur1ja_fevvMrW_l35EpAdxs2Zmg8qX2Xf_vETvpvHrGreV3OQ,Saknom,5627,1681720209746,457
149,olLghwjsKDCJWknJAWRC6ERrMjLZBphe4S-AmugGHbM-_VE,2dvZg0pbDjsLhlEyMetOTNT2A8UJhsk90C7zbCvb6bfl6xc,GxAQ8GS3H06nvrWBUGWkuZgB3OVu6UT8nG3ya7I2mIwI_ZJD3l7wiqOpoaZINNkwCPhlQfKYQB8nMw,100 Tenacity,1636,1681707775967,331
150,Buq2orPxxIJmvT3EkiNv70-lttc-u4pQwseeHs0sSOPipkdwVkQeTODWqQ,UNbxdl6O-Fj06J37yQcSkvU9lUkKZsl1sx54hskvA59rNWXfDRE5OnWO,gCvWlb_DAevn-R3cqbWatOGI8xJ9zOuhqF7HAo7UWCYxyZqVJecms5B_qYJz03g6qgUiF1ZOFDbTPQ,niinim,5,1681730896398,218
151,shSuj4taaAccQcBS23Vo4WMBviS7CV7XlPo_bW-h-0MTYq4,1H2cwKPAwwaF2n22Xdn6U-OPK2DIBFFvmYbBdaDYxHK-mQ,lC_6MPFQHihzeHSZEuu6F8_MYcq4OliDSsYSNwTllnGhAIRGDs-N-hQWhx1wxstt1MIy4sFULUjmhw,ShyAlex,5414,1681719875366,428
152,NMrfIeICTPg0j4S1H4Nl3r3DXh-ijRDl5DrrliMe9YsmHU0,FzYCzWrpFPU5vFZ6UwvBE0VorJMYinWU1qUIvHnUSGhBtJI,Rc3KsABIFztTH0wvUjVLguMf0GBsPD9412FxjGE-_t4OW7w9060uV_tcuYNl7KLYHtwt2WAr_Pnb6w,the pob,5414,1681706255000,335
153,bmExnb63O6YMt3-0WL-tl8txA2180xIGgFqdR02vZH-6,fOnku4zx8Iyc1GoeARD2mShSijh0e9lBL-PQ_A1oSFs,WBgSnLzBzKqghbutNrUH-pKYOVlqzzxYQwZfoxodaCGn1hLpkFTrrQ49-QAlTpO28q0qqyZeB3h9Zg,WildTurtle,551,1681511486000,271
154,iSxBsyT37MoAjCjn8IEDF7kOjs1xDeZE0A5SjxQ5bhynJi8,BZhkc5RPWkjpADyO_yqu_t15VMc8QRo_cNWfdYz2PlIKXc4,LXyYgq0X6AKwwJ3xLdRhw4-AXuICltUN7fIqeUf0uNy45WbDLC8aUX7twkCXqs9R1KLqlUbGLx3bGw,Vulcan 01,4779,1681680685426,298
155,I3YjgtO54D32wC_J5S3gULdGw3szNhMOs--Vne4XMSuqcGk,HKTK-LlhVj5_YbUI1lgXFX6PTyrBwLVh2Y9cbASZfUykzsc,9dwD-GMhd265u_afFgTSjhDW0FErW6sUMzMgSUEgibQlO-rmue2CtijjJ4xmxT04eq0_9uZnDAyaoQ,PENGUIN L,4025,1681686642583,232
156,1tVYuZnCxenR2EMSdNX1meuGOhgX__ck99QpgyKXVJRJfI5RYNjy4hKmmw,0aDrQT5UrhYqwo1Yxkl9T7sAsIYZhI2vkQLgWaXAqkzpeAgkoLKH8ij9,rrF2k_4Bh5Xvnjezc4LvfmUPgaPdG2LWRkDM4JmbVq5y04HA0OInGeIvY1hK_YtJL2rLU5EKQUAq0w,realms,773,1681710269669,81
157,B7EvnqQ9gvAtP0CRxIcEjRjv2S9goM4ZSDlbNItE8r_rJUmv70tngpMTwQ,mlZJGKNY-8q4UdsuNDpyPevF1nek5U5RKKHlj6wLI2UZYWF3SdCnl0jO,zskmKSIA9gMZiDOJ09v3ly9IB1Dhq3xMawTLVkv9RxVMk2oB8XC01KK95ATHAvx1dF0tS2yts0Vd7Q,Adarladorri,3494,1681683178137,80
158,yTx7qZM-S-py2WzFqJmyYYNnrpLuHEmbXu5ydDf2ONiI-NQ,hxLgmAnxTlTJlpSYq-FONgUAfoO4Iz6G9JjeGme1zQzA5k0,GCztJGUvOAinh0oFam5_F0XzEsycasaYG4ourwmpe9O_JVC-TWfAQz7AOCrqvmnPd8JQx2cRbSaZYQ,Leemo,3838,1681714953397,493
159,THpPQGIV6IFbrPkfEfJirjmNm5dO3f74cu8TK6txcDquPRk,CqFO5vXEmK6fvOYCTwOyvpCBOTffNmx_P9BW--_twWVqGyI,JbTHQxWHJNroCYPXVCysq-3Kjn3A2PVY7AoTa3vuI4cfhHbgTYAk3pMNvTpeQgGiURNGfRtBcVYXUg,BoilTheOil,3378,1681685597000,524
160,GO1TRy-DcRUhAB2r0jNPY_SxU2ASaT1u00GxU8GIrs0hV1be,4uB1CVB0JyTrM9SPgN1JpLbYidtRLcg-JzDDb_1q-tQ_-5h7iHhkoTkW,E0oNxXB9YuEhUFZ7gRP6FtUP1XQkFTOkY7DyNlAfRzlZDzL0DrCrRHR21_d8o8AFyMLcxaGpuYw1DA,PastIsJustAGhost,1456,1681591488000,286
161,t6Yjvgt6jBvJbakrn-dgUyfmYKYg8m7g8ziZNO5ChppDsSp9,c667idgrywEdYjSfB66TRe5arXfjkza0j7lfgjxmU_EHyG7ER4r6S4Z0,ljSeNwgW2I722Id7g46Hf4TT55qtHA5PRzGx39A6RXWwOCyZK7ZAhwMp_5GB2_vvS2t05Pt3245L2A,ADCADC123,4025,1681083860000,342
162,Y5c32PqD0ebljKRJob8txKWSf6-ER6FOauonTIsnwlDXCN8,fk9md3v0tTOxAe0yFN8kwTuroJnM4PZG5y00pVqmpsldkw,QxC-r8FCOiIPpXfa1JOGbm5XP7W0ToEdW8kjBAyb7i3eUOWOTz-q-ADdINk5fXDdZ4_vWs2o36OAqg,y0ung,1665,1681660657000,456
163,jbZhjwmRC4cyGkSqVcYC8cquy6XD6i1rQ0StMXDogbS4chWWNkgl0V5KEw,mV7o0rHOE26ddAZpN-pflgGiHypnbIAKTMdq19uynm5-yAk-2Fb_15PN,WGJ5cSvy_JNxe9D0VJfZOMZlE4WzYAIEpviA-S-CKvYYObDnuNb8gS7-MPPqWIpXBii88xizATp2dQ,BABO TOP,4896,1681623143000,72
164,FsjvxZwK79ZdeaFFrqVJUMLErMJPS_cLa6C2bZ9sYKDNPdQ,SPdIptuEY_Ofp1Dl9KW1r_xPsxsvPfIra4jnkajHQbzl7SY,OX9t6iqqHPB8GkakCpEeQJx2ZDrhfZLvq2w1FcPJ9iNgS50Ns85-QGGaNRRPQrn4ZaOo8OFQ9tCf5Q,Samikin,5168,1681701679723,562
165,9UkD87n-frGPZfzfZNxaVkoj2wNEtLoo9zMs8BDep7ku2ok,G1Ws1mfXpjHzF2bHLt3RPeNcTfONkxd6dRrtK14_aK0yyQ,fB9o2GhDb2GgHbrKPCIpyK674uRlNkCkfYxtbgHVqiDDlgObAI-ZRqwisCy_Mgv6PPh2Wv5V8JZCsg,TwTv KoKooPuffs,4294,1681712133755,626
166,UI4BWHQbKLSasVkTezPObicDpgo-7VcJqbvDfhzgNs3jArk,z3DumvP9-UxoqQiRYCZZ9yy7esS0Ryh9DK1_Va8UoVS8efo,vnVICpxtruHyjxzB0kt6-uxWBl2-4GHIsHv3o7tCXCliEjDIO3Ua7GRHeJGnRlhL_sLo4MPzwSxGmA,Sophist Sage,4568,1681683942000,595
167,wkWOOyF1jEsbizLtLvgjmWgplhJIHgBviJE_0CHJ2QNHOlKr,ObBuQm5_vaOfMgFaH_aKig-mutZK97p6jGAWyIDbU8i9rB2lHkkwvQ5z,M758HaKXw9v5pVoJu8Lsx_i40mPihsPSE8_kRQy7_psXawcOUzBKuH7SeCPMVVqHFgNtgmSUevw0bQ,100 yukino,1630,1681708403249,470
168,k0UNznIlpxJr-KmXHgAk_NUEH6oL0pgVdD8cH14z5GXya9U,RBkfsOyYjiRyHls_RV3XVGOLCKlsG00_8Nz_VK3JYi5AtUM,-6Kyr2lAZNaKPBFOJQ_jMAHfjjKFGfxSimrHkefsGbqE8lnDT8iO_pn09Iius3SBfcxzVPAQdKINIQ,Draven696969,4379,1681711421973,455
169,ZYWt14H1sFFxJMLQUvy8kRmduARJaE_WvegbSLHIfDt_HeI,MxnjjHiomgy6hF2cb6g7btbbdsDHYpPugK9vD6BuiNJabps,4qpv1-5ORaTnoSCNZyQ9f9pp7-lf-1Y_RHVSsUU9btKatSYEkeyf-PkkWt8AU4j_ziO-uGrMOfrFjw,Cylainius,5635,1681699832892,965
170,Q0bQJKrpsvWSdOAtHz2m0BwVQ8K97uKldjuZZumFL8IpsbA8,SzWlKLCaUsj48Zo6dWG-5znNolNbEeSaEcMshVJTGQzuY__6VUswCGun,CVi2anzhtWPbkyBSO2dH8WNBuHsLwJ5sl5eeOw6lRNH0STTyFNZkCgCh3sfdThTHhidNYN1GPLNi4A,5word,4021,1681604162000,122
171,cyJ6SYFnFkq1ci9rhO8l7zaKOsRQuKX9k1Ad5scUHgoXFEw,x6N5jGuBpWS2ud8v_lAZJjg8Wavh76j6FPdZtSUJiNGwWA,d2vfU-cSK_yyw2d3rQ6k907VnA0COLnckyRDl45_sRSLWDECKX0TbBHAG5Y8Mw06iFy2KSeiaji7xA,Winking,3839,1681699017720,624
172,LR9B3wSHLc0Vc34JluosGkdlQK4YE8i9LuvSichtIFX3xJI,phWI72fclbggMJf5dFEBMHcHo57xyr-YhF0ON639Qm34IOM,anoXWNeQZEO5d7KOF7t_msKqx1Ce9fYrJEuSAoQ4ngyni1bS6sGzTxwBgcV2u7xl4Yy4pqGWgoqMqg,da xi gua,5718,1681711283299,1385
173,EksSNplRX-oRgEfnzJGqqlI-kngHZNg107MMXdY_VM_vZcshEjSs8_nU5Q,h3FbnvOFQY2kP6RLLNV5h6aP85x5gc0G7jw46uSQRPf_m7UPnii74ldi,2pmVlfg-rgpwafASN4KcL1gwv7PEUbybkFRCfmxstMvnLToa8fWv2vT6_Ee-c6jD590XR2oQQ-FhcA,Music101,4302,1681724408994,73
174,fErliHtGsF4khwrkrZQ7DMyE_jsrkoDgbtY1ofF1pLdvqoO0,syPbg-HltQgV_eecD2s8iaL10Nbzk2Aq0HS1fO6EghLOBUL3XfEBs_2M,FP2e6TAcJ0Ps3aWwh1Vn9mKzShBMVLFF87jSPIRn8oX_UWjyEdkkh5l7AcdmuoX6478d5GEXkYTDMQ,fan hua da wang,7,1681071028000,120
175,qTpqUOmHjO63ycCS6C6bNRDV_UMJcH3ps7Wd7Wmt7OVCd8E,KSBE3SG5YnfACq4TQgvJ9sV3BYjsixl_5kmV83E6owmt0YI,3FJjjnzK8UhUo3wXwSAa2c1QnLivzQpnrJzHXPEV_rTKjrD6fCBAPlqZjQBkwkrlbeHDj4XQ262P4w,Lowest,4660,1681738735387,842
176,XddC4hlJys_rZsUGtmqeZWw596_5fFIf3HNt18julU37NNTakjiFm24_sA,ll_kD1QVRjB_G7TNRY8zixlAj7IfQOCqfAH_G0AuV89MaA8-n8ao6WcV,kB04e1dX9ykAwHUtbyU3r-mU8DunC_9F4MhkwJzqxe6dH9rBucsjSMO24wAB84TOwANDvkKOaLDLQA,再见,5751,1681696487991,117
177,mWr77VTfcfZ8Sc5uQ7JASvK4UBfp2vbrQg2Y_hON062PObPC,TQoKibFAYa6rPORyBoVsO7owfEkfuIeDqHqxKEtpV7OrOy_vjyU5Z5qn,43jWWA_8-U0sAkPm3TSkF-TzcliYLtZT4t_9P45BHoN1ioMKpiRueQzs_jKYAzAykuGYUQRUV5sglw,2BoneMcCuboneTTV,925,1681691010329,456
178,hexVPhH88Hp57xuFPYUdECp3T3nqC81L0mfrANzINYLXNmTKyBr691AwUA,qILMEWLONvBf41SKiinCqoAb8bu4D90bYKvU4FBKlfLFYppV_fdapIM4,-35PcqyQBf_RpH79tGgmmV1iP-_vl0ZwlsPGtSECjq08i2OWKV3PNc2rry2yT6kpAMhyV3ncvP12gg,TL Honda MaRin,29,1681737669000,67
179,0zmfY6SSRqdFwONdFtg7TBMxh01Yxgi6bbO1_m7LPowtWwg,Phrf7ZyRqDvIz4Ad3GfR2HZKI31N07nuPZTAv--E0sgm-A,lG2jbyRbSm1k637W6SvlkMc1XC9BCatdQTeUvhehYWPhufIThCjoREwviHznjI1Le15VL6Xt_KMXPw,RHINOOOOOOOOOOOO,4270,1681707402070,320
180,LtcsTvP4vlGpBaMMKZpPpjNape6fxbeBduDr_l_hTQ1g7BY,5G2ylTNhmW0Dh-YyiRla4nxImZjzXW9vei9Kkn9dmZVZxww,ze1_R8ZojEtxUyHwy_rHgf1GIibiFUgjKIvdHcQCpGRpZMeQ-COA2qwSvPj8gkvTwUh5oryY1wV-Jg,Redneck Pope555,28,1681266889000,103
181,CM5r39fJJCyTKVn3eemLWiWl8sS-_fi5_iwRXAYQfhk_6dgGZUbb0qkv3w,Jfw2bxpSEgO8iANxoBolnzwo_PuQHcBDrOwEcIZzjBAbpH30B6Z8DW6T,kEJ3KpMeDSLapeUuj_tP-87kAs9bnlK5l65eZV82aC-_xPgngEk3xU5Q1yosVn30q37yADfNxnyuQA,bot line,29,1681719278448,60
182,_ZDGksDUP4FJSI2vZ9yRa4pCBo8euiRWzAi6lEFVStG3VLA,w5dKO55Qqx6ft431hGuiUUgFO75oSmfAPpVLqYpj93GkWOg,lqIR8l66H7TzDv2fMVCGp2GJVbIFl4JwROJWgqpOGqBa95_cduy1pD_XTBYaIZ222qv7p_r9zdb0Eg,Y4ma,4030,1681738023112,381
183,gudlALB3EUYC3E8ilOa_SMVV_UB7b4jjQYlQu0UZSw9xsn-5yNAYGZghtQ,k7Zhjo8MfcJW6P3_ajL_Vmtam-NVVh7BSqd0UF7YGUR3Yc-CdovMxzVi,EfeVo5oA8lZLZd9h_sdCLVH2aqgxC9v4gSj541HAJMqJj_qJws9l3K5_12oNJ66-cvUiqjrU5ATDkA,5kid,29,1681009136000,86
184,VqfXriLpQmTbHIUiYAHAYmANB9VZI4ha1dCmC5bRbBFAlhntunt2lE8HoA,LyfyWZE-CrtncnFl0usv1cvDLRq9wUgZtvdjimw24FQ0FE6liDdm9Q-W,Q7GuxJ8tbF4JSMbDbcdp2qjBM-Wn2OkSm0Fzt5pBuiKdXHjC22GQX9KQglS9z5-QdAU_xZG0xHKzKw,jg line,29,1681685059911,47
185,OOpTKIjpDUeaLNZO_UO3rJtR4fEwwRQ0mn4LjR-rN-fD74k,FKk6V4cMtrlpEGMwk7zXE4d9VhXJDHShr13X8F8n4n929u0,6YxYz_FqjN9yDfMuCHd1aMmsljwLHhIWSrqDhP3trXYKzFlMTQTrNw2YJW0d8uJWiYfRQ4zF8VM-Ew,U R MOMLESS,5752,1681703624472,278
186,Ltv4qznF2zT_5ZkEC_yKcVbYPUviDRs0Q5kxaRvZY_e1guI,H2dSAUwun3Rmxbo75YFLjH7OdgQ7dEjixr385zA16JUuhsY,rBzDb-a-UfFxYY-1TWBPaXZ6v5Vzc_VJz9AxzlEfiMRrAx8JqNvM7ZN73yJg13Ku3IttoLWr44OkKA,TC porsche,1456,1681705204262,553
187,m2unN12wATnq6z1-RaSAtpDalCOEuNIGCBh3BErQEvzY4rw,CwXFcTm4YG-9ovzFPvFVlMaAkpXpQG2X1ttX-WtA8IhLDQ,N3PRx1RSWvwufzdL7lCAttzuSjG0dwkHhPiERaPfNKAnHCc4v_Hm8BY76KwCGAo3XxcGWLiDTroDjw,SANDBOX TEDDY,22,1681727472729,838
188,Pemn3xAI1kq6D9YOLOjYkVgulxCi_pzGLUCF7GhWe01LQh0,Con1i29f5qIg1bLvf20MlteTpioxgxRcihD7QHVLqblPrTk,UyZ3q3drk0A9qijxcwZKBLgkKTmudYCwI9QE1OwBS4uUrNp-UXy1McTeAwS8MwFqiORS8cA8BPJvDw,10April,4861,1681704496773,310
189,IhmbM4QlyINU4KoRMxz58GkAQIJsP5qfEUmEa1OCiIwB7Wo,XIRklRFLthoG48INgoaYYAgyQNTvnd26YmimIeycAd3pt3E,oqYDBVv-jTAPlc_PSJusukWztZhClPc2DZLIu0q5a7FD6UcOHkTnHuWgTaab81RjiBHRC78Khgf6Fg,Cupic,5750,1681710903730,385
190,CbTzzNHmYqARQpIbA_8WPmV7zGxbQMz8LnScKWeuhUFn05Q,NXtL8rY5ysFJ-HHKxNvoOd5rJwxss9-ItO3fOn5w5c12xA,8M-knNS8VvDXA4IB0D-32LHl3bnzz9jk19sEj-F0VqzQHZi01qLNABtiZXFRk6HZAwcncqTGxrGlaQ,Brother Gwang,4368,1681686132124,239
191,GV0wt1sf8RmXVlkAQNJUqVLzER3kjbmNJjNXmXzafg3JLPI,sIIDUPu_f_GLJg5eDq0Rfmt6le1Q4s3LyyxLKW9CPIU1AlE,R5t0lC50p2jlTnWzlhHGFQjAUFAX2JvjD9exldBgBq-3XYhmXiQHT9rhi25mwl7pZ6gKxs8Ln3ypGg,dog kachu,5737,1681503188000,897
192,8ISmisMiyhi6CgqcUTQsVLpRY239k5GpSVWI6lLd37QH13c,8s_8ZwBQ-nSOK811v38Jega6rcHL1vNjhatr06pkyrEN-EY,kAq1fhFg9xIKrKfh2bIKS0JMSBr2Gx80t3vpTCGVs7LjgUEdZLOHsymYm90HAP4_aC6_adpCHafnNg,Hub1012345,5168,1681713130765,579
193,1z808QdqRsl9HHw6n68eVURrXscXguBYTZGAG7VI0dAhvMo,WB_GsRQsafU4Ux54jMsEuBY-s7QudwIDq-6TWkM7VWFtZZA,nOvaiq-0-5mS-rQ_XyMi44kdE2TB9yTlzak4wHKFsPIKaHMcUzwmj5lShinBoHcudjRCekz8m0MDRA,kayn enjoyer,5719,1681116295000,484
194,7up7z-93yc9U_ZrFhV_YyVNj34jCzvatPd9VOE3Zcn4BzAE,QU4pxHn77-LhCRxK5EXOLwsP024iE4t-M7KHiTNcx7HkieQ,gQYgJ_pwyuUeIfdn9C3_zuN_0GvcnYLw1OPgB5YSFUa3tZYb_f56NdQ1dlfl18M2YSCCssPKIYlGUA,Grimmsters,5645,1681704071607,417
195,8IxfMSZukbdZJ-mJ8afgsYvjHrQXgAxTnMzUQCONfA8hlrEk,CiGaTprKjTcKQr7HFFXlpZ73bzOeiM352j69RYrffM-rb4WgZ13TljQK,axhRRPJQ4ky7SEEASHT8K8PFC8DD9bzHFYKJlp4QbGQx8EOQY9DC-pQoYbrcHTqlVqaAyOZFvU4MZQ,Kral Luger,7,1681534655000,159
196,NGJQ8pvFKLi3K0ybEzQ-bzO8RhiYfwj-7bKi9rOouGQClNU5-ceR60qdpA,dVXEGSaaGjedE4ifIRv21s8pYfl5NLUdGxXXuMcR1hTerXNBw2jvB03B,ooLsNo-2xg2p-8ZEhNcGpFDVcAsxYZ910S6JhjMv9_QlkKhUJlkMBLIturHzLHa2J0EGaRIFSj95_g,Blaster3,4793,1681617065000,122
197,sRAKPedYS0cDDqgBGqntkxxvFVBDy_mVpfEOKfTIG03x138SpsZoUzLoRw,vV2ITSbtkz5KaHqudABFm8j65pGXCdo8SEt_x-KvfprBclVm1ssDle4n,MIWth5fANzxAF8ocV6Bc4jyxg3a1gpLJbaxQ3Sh_hiEVvhoRg7WO3snbtWJNCAb-c0Zqn1_QYMy14Q,EDG 1eave,3150,1681713409228,86
198,NMoPJbxBTtv7YCsHJzd7t5JjrEhpHG10xampBJ39Ck_kZtOv7k-ee4MQKA,hFmpnn6B35Fs6apOCB3phg3DP-9zlh6rdbNrlzHflsMiK1lhRQac96G3,KFsI6g2q2ux9EiPycaMX0El7y4QEewuKcipGl2azTTQKyv4GcHFRESWp25FckPWw98ABC_4lQLdqUw,tomoe9,1160,1681664887690,53
199,WraxIltCB1F7JkeGVfuPsL4u0iOn1msIwZbK3lVQsoopg9o,PkNmJ_uQfgmWZ6-7dpuzPqiacZGTQ9wo8SsxgNweyWuod0A,Dx5rBm1zIYCEFhPAMJeoTBJo7OqMPPkwb6yzgnLeC4-cinVDUMQl0sgSY6Xk4sDjeEBehqEhzvLZ9g,Zyko,1667,1681675917033,625
200,zSoH7ZWQJ02lIrY4P4WcdLkylJy0meVqNawB2E6hGe8lStgC3T0ioOfryg,BrCC7i17TikoTej7u-ceulmLqureTtC5NprWWODOnXMawLcK0CIQbMmZ,tPV7LOTzROIlnG-LdeNmLqNCpOOj7cEivBkGLh919tfJxPFVgJ5k9MIOJ6FuLgrIEbPjUy_4mPvSCQ,6K Meaning,23,1680931172000,55
201,uN3EN73RdDcvssvsp8xLhb84S2slWzlw1rm_K3WZZC5Un30,XMSVpsS-UGoMHf65pPXJqRkGzCkn1prw3pIH_tf7LQpN_uM,_JjwweRBmhxwwUzyCJ7GSW-tm3b_jOmCtqyJQihytsufH5y3QKYImkYG8ihZUNOhl21HB7AF4w4eRA,Neøø,6,1681628073000,838
202,FRROKTOYLDQOsyp3AmE3N2FLSJDElfQ7YZ0uocqtFmJEb43vaN0PpOnxEg,Zvrx65Ng7JP5731eYvqMhckCzRSX1lCvBC2WHfhshJsDvGwJp-BZzfH0,QTL7rDkgN7ebPf6URK2vL1ogQxi4oI6fVzlQZazzeDnQhU2_PpRRwR58Qwv9juO3dv-HL8IOu2FVug,100T C1oser,7,1681439684000,56
203,vkWUeEpGyJ1WFp3SP3ntKXUfaTr-yYp1VG-tpgJ7DPsW9qk,JJP-0PRBEJq5N3uIcXVnfn8qLv6L7uToeuey-cfWpd7b-g,LDL4wzfmfkxf3Em4rcGBJgi9MNhgqDxuwUKDnhq1yFg5DE88tKhhtcZc0iZs01572Xr8XA0Xf5B-1Q,YoojungHukiriLee,588,1681363576000,562
204,5dyiI6GtUhT3ECM90gDmboz6raCzoh4Q2TKknLTqfxBVkbI,13rgWKwlXRpCN0tXlG9EVlOPoZ6luIFiq_do9UCsxHm2KA,TYC4ZY5AKsl28EhgieyzpX7eYPwScR2Z_4myCvwuDpkrNsnxceXAs5FgKBfINRAL_hwI4r19BS4Xkw,Cosboat,3591,1681715001794,194
205,HLXZiKz4zHAUy51tSQwt0ZHGbrwisccOcJPs9V2AfOatgq3OUagMq5EpjQ,LGppIyuiQQTaHFlpNVwTvBU2PbEuh7g7p0py8pdZqLnYw2-_vx8OWCNx,ccfaikfdFjySY-NpkMu1hUxA_rO2M5iYSL4Tcva60COM_B5d8Smwn0ANowiesAwU6lcwKHqYVS6qww,Zhanshen1,29,1680907546000,42
206,roZL0juUXTyqhuGzKyCRWYwEHq2fAT5DMXC7I46uFuX9vt4,Vf3tZw9rg1mBcdredpAFwe9zXxFOipUzQadDYtrime4Ougw,c24Gf4fncu-GfjZ0JYGElhFRBQbsUq5WuwmV-9NJeE6IRfGVe_HW83jK8_lGDCwHFnyedLs1sKuPvA,Sushee,3459,1681695936597,863
207,6SWje2Lm34h98T3ZI1VHfmp0KWr9RjWOx4YaZmLj_Ri91w7aMfbNSoJOPw,mvoI4Bokfl6jTYFb_tC975Z5JYb5LAphPjMNjDv-GdwJJBEVZMW6yCmp,ybnEMIgPVZx8x9uP5vUm0OYiJ-lqyi_aY2hMyL6d1Y_dunV-pcKzu_CBvkH6Y55ZB8RE0IpAZlxMsw,Dialecte,6,1680850150000,73
208,H072MrxTt7kwIfi9p1-p-lpRRuPBWxe5_6HJAsoGg_6BYOU,PcyweT7697S6qbNPJ85N4ok2sr5AwwWWISKuhVwtKAFhCA,QzU_LrQVHJ0t0XYmwgn-2CCMuAxgTB1G9adH-AXVwYUSfhfF1hQxtq-S1GR1x6zFGqxlJpB7lrUiJQ,Victør,5168,1681692651761,854
209,mRzdOFJHMg0Ed71G1Hnnbz6qbhCWEawemBN1uiPjeUkWks5kRX_Hqx18QA,SQLOPWIay-GcJv2zji7_ZNlVg5h09-U9XCpDGL42ICYB5f4rYhGxgPSG,q3BJSFgM6tnlHUsUFWlCDAMi23C9nfj1td-_cTUU_XuVkfDj9oJPusqyANFkfdDhv4SHV_s_Q5mw_A,Inoriboob,5745,1681700978718,366
210,aUBLXRp4H7EfM8E_TygET8Q2jZ7yKNAxCXdiOuVLsSVgQPc,brpELhV0yoKM3GvrbpQ6WbP3YrIu-eSvVr9i8R0YX3fJ_w,o0OtZCQyLkrrJCIrSmZkjsS9YIBaG72mnjQ_vFukOg3yqmutBpYLc9yAqW6Wca_XRgGh2ogBus95Wg,Getbáck,4068,1681679479575,570
211,HxQQsNeOQfW5LzGFwGyzUth8qZJeCTe47IQB2O8UV4hwZ5Y,FDubsX0TJrxW7ne9qJBTprEXHF6XwQWTOTuwtWFOqkOfWbc,3j-n-lveaGIIgiQap6nVFdNqGSOw1b3LTpyvuTJeK25V8U8llFFPVlcDwTLdUuQeSb5zmhVNpXac4w,Breezyyy,5542,1681710528903,919
212,WIjwlGTQru8gHB0QgOfls7zczG5LUTjuit0E8xdi3H1WElfE,gmk385Did-h2r1GT_-VXfpias0RMIGM0kxwPbrbDdoLKK1kDzr4oaFaN,1xMKs1j9SLCfORUOWHvHJHoHp2ehlhDpAvrJvXfXVONtcMxzGyF8c0hd3Rkn-QC2LFFLy9xVIChv1w,posnet,22,1681529694000,78
213,gcNgRuo47ih1QOGP5faYYqiL0lQByZyRq2m-rldYi878Tus,6lAvbG5BoPKUzBDMJ7J2QkhrZaRk_KrAUEuntD4_8MjZzM4,QLVPH3SaK8ohbRffnnvLv0Y-nupiAqnEOVE8P8kEFjAinjtHtNXTmfQ8m9WSa0mVYlC6nzabIgRtAw,Sapfiros,25,1681692161243,759
214,4WdvRs002kgR2l8IWWhUox99fmujRTz1lNRU-v7x0rN-mEY,YszPTerJEx69qHybJhzB-AKhcD2v0ZX5rgOtnu-HyPU71UA,tLAhz7836xNgc7a__YdutuAeeb8YWxDLWA7ntm_gw7xVCh_wVd_9ZlN-upFBTSaerUgo-iI0Y3Jaew,DãnDãn,5720,1681723958628,696
215,FTSmjcNfARi6gZWlvsHCfTyABuDmu5XoIsxuT5zMuV0RmTs,3V4_V8wRnoAJOSxY2vV9dkLcYuyry4coTnJtQ8Egyoe4q78,6f37Jas5LHX_EpoYj-BRbYMtRS_7bmNwlzH727gNCUe_0XpQWKOY7csCm6QN5XHBxCpB7XVkEsfJow,ScaryJ3rry,746,1681706579010,517
