,match_id,blue_top,blue_jungle,blue_middle,blue_bottom,blue_support,red_top,red_jungle,red_middle,red_bottom,red_support,blue_win
492,NA1_4620172718,Malphite,Graves,Irelia,Xayah,Janna,Kennen,LeeSin,Zed,Ashe,Karma,False
493,NA1_4623930616,Kennen,Nidalee,Zed,Varus,Renata,Akshan,Graves,Gragas,Kalista,Taric,False
494,NA1_4628544315,Fiora,Viego,Leblanc,Aphelios,Thresh,Jayce,JarvanIV,Zoe,Lucian,Nami,False
495,NA1_4622405718,Aatrox,Graves,Orianna,Samira,Thresh,Rumble,JarvanIV,Taliyah,Jinx,Amumu,False
496,NA1_4616139023,Gragas,Kayn,Sylas,Milio,Kaisa,KSante,Graves,Fizz,Jinx,Thresh,False
497,NA1_4622988388,Jax,Viego,Katarina,Varus,Karma,Nautilus,Evelynn,Jayce,Jinx,KSante,False
498,NA1_4618084196,Tryndamere,Kayn,Seraphine,Xayah,Milio,Aatrox,MonkeyKing,Ivern,Jinx,Annie,True
499,NA1_4627006605,Jayce,Belveth,Orianna,Draven,Thresh,Malphite,Viego,Ivern,Seraphine,Senna,True
500,NA1_4627042800,Karthus,Taliyah,Karma,Jhin,Fiora,Malphite,MonkeyKing,Veigar,Caitlyn,Milio,True
501,NA1_4630788480,Fiora,Viego,Fizz,Yasuo,Blitzcrank,Yone,Karthus,Pantheon,Jinx,Braum,True
502,NA1_4631681966,Nocturne,Gragas,Cassiopeia,Zeri,Yuumi,Akali,Kayn,Sylas,Jinx,Milio,False
503,NA1_4625395558,Ornn,Viego,Cassiopeia,Zeri,Milio,Garen,MasterYi,Sylas,Kalista,Nautilus,True
504,NA1_4612990273,Renekton,Hecarim,Zed,Zeri,Brand,KSante,Viego,Malphite,Jinx,Thresh,False
505,NA1_4630804226,Jayce,Gragas,Zilean,Xayah,Renata,Irelia,Vi,Lissandra,Ashe,Milio,False
506,NA1_4627526250,Gwen,Evelynn,Nocturne,Ashe,Pantheon,Sion,Mordekaiser,Vladimir,Xayah,Yuumi,True
507,NA1_4629007539,Gragas,Rengar,Zed,Twitch,Ivern,Kennen,Talon,Graves,Karthus,Alistar,False
508,NA1_4613809279,Gragas,Vi,Zilean,Jinx,Thresh,Fiora,JarvanIV,Taliyah,Xayah,Lulu,True
509,NA1_4620325849,Trundle,Khazix,Sylas,Zeri,Karma,Olaf,Zac,Leblanc,Caitlyn,Milio,True
510,NA1_4618624976,Jax,FiddleSticks,Ryze,Samira,Pyke,Ornn,MonkeyKing,LeeSin,Xayah,Rumble,True
511,NA1_4629429971,Kled,Gragas,Jayce,Ezreal,Karma,Fiora,Graves,Cassiopeia,Xayah,Heimerdinger,True
512,NA1_4629809931,Pantheon,Talon,Taliyah,Seraphine,Senna,Malphite,Hecarim,Diana,Ezreal,Karma,False
513,NA1_4617201814,Fiora,Gragas,Cassiopeia,Kalista,Senna,Vladimir,XinZhao,Aphelios,Yone,Annie,True
514,NA1_4632158987,Teemo,Elise,Yone,Xayah,Pyke,Singed,JarvanIV,Sylas,Jinx,Rakan,True
515,NA1_4617368483,Renekton,Gragas,Cassiopeia,Jinx,Pyke,Jayce,Kindred,Taliyah,Swain,Nautilus,False
516,NA1_4628037970,Kennen,MonkeyKing,Yasuo,Xayah,Rakan,Maokai,Viego,Cassiopeia,Seraphine,Senna,True
517,NA1_4623770855,Gnar,Graves,Ahri,Zeri,Rakan,Sejuani,Nidalee,Yone,Aphelios,Braum,True
518,NA1_4629471889,Shen,FiddleSticks,Pantheon,Zeri,Zac,Riven,Singed,AurelionSol,Viego,Milio,False
519,NA1_4606116860,Warwick,Nunu,Leblanc,Kaisa,Blitzcrank,Rumble,Poppy,Jayce,Varus,Karma,True
520,NA1_4629415562,Vladimir,JarvanIV,Neeko,Varus,Senna,Gragas,Karma,Diana,MissFortune,Belveth,False
521,NA1_4625587817,Tryndamere,Viego,Fizz,Vayne,Senna,Quinn,Elise,Ahri,Draven,Nautilus,False
522,NA1_4619491766,Gragas,Khazix,Irelia,Varus,Soraka,Singed,Udyr,Ahri,Zeri,Lulu,True
523,NA1_4630708487,Rengar,Taric,Yone,Twitch,Karma,Darius,Hecarim,Sylas,Xayah,Nautilus,False
524,NA1_4623692253,Jayce,Gragas,Rumble,Xayah,Rakan,Riven,Elise,Talon,Chogath,Senna,False
525,NA1_4626023026,KSante,LeeSin,Ahri,Xayah,Milio,Fiora,MonkeyKing,Gragas,Kaisa,Nautilus,False
526,NA1_4628039152,KSante,JarvanIV,Swain,Xayah,Rakan,Leona,Gangplank,Ahri,Jinx,Shaco,False
527,NA1_4626829313,Teemo,MonkeyKing,Renekton,Zeri,Alistar,Kennen,Hecarim,Diana,Xayah,Nautilus,False
528,NA1_4628603684,Jayce,Rammus,Malphite,Xayah,Rakan,Fiora,Taliyah,Kindred,Draven,Renata,False
529,NA1_4623493603,KSante,RekSai,Anivia,Xayah,Xerath,Gwen,Kindred,Tristana,Zeri,Heimerdinger,False
530,NA1_4630996246,Olaf,MonkeyKing,Sylas,Tristana,Thresh,Viego,Graves,Ekko,Ezreal,Rakan,True
531,NA1_4623481445,Riven,Gragas,KSante,Rakan,Varus,Jax,LeeSin,Leblanc,Ashe,Twitch,True
532,NA1_4631741422,Rammus,LeeSin,Lux,Kaisa,Rakan,Draven,Rengar,Diana,Seraphine,Poppy,False
533,NA1_4632192108,Malphite,Sejuani,Vex,Vayne,Milio,Gnar,Shyvana,Vladimir,Jinx,Sona,False
534,NA1_4621534437,Olaf,Cassiopeia,LeeSin,Velkoz,Amumu,Sylas,Belveth,Gragas,Ezreal,Yuumi,True
535,NA1_4629728897,Jayce,MonkeyKing,Anivia,Ezreal,Alistar,Tryndamere,JarvanIV,Rumble,Varus,Thresh,True
536,NA1_4629097799,Olaf,Khazix,Diana,Xayah,Rakan,KSante,Skarner,Viktor,Draven,Thresh,True
537,NA1_4609629701,Jayce,LeeSin,Sylas,Aphelios,Alistar,Malphite,MonkeyKing,Syndra,Varus,Nautilus,True
538,NA1_4611884860,Chogath,RekSai,Jayce,Karthus,TahmKench,Fiora,Elise,Sion,Jinx,Milio,False
539,NA1_4630616278,KSante,Vi,Leblanc,Sivir,Soraka,Darius,Graves,Rumble,KogMaw,Lulu,True
540,NA1_4628607305,Rengar,Talon,Katarina,Rakan,Aphelios,KSante,Viego,Anivia,Lucian,Pyke,False
541,NA1_4622945980,Urgot,LeeSin,Annie,Nilah,Sona,Fiora,MonkeyKing,Lissandra,Jhin,Zyra,True
542,NA1_4609157742,Riven,Graves,Rumble,Zeri,Braum,Camille,Lillia,Tristana,Kaisa,Nautilus,False
543,NA1_4623717080,Darius,XinZhao,Rumble,Seraphine,Senna,Riven,Gragas,Katarina,Twitch,Yuumi,False
544,NA1_4615565612,Olaf,Gragas,Zed,Senna,TahmKench,Sejuani,Jax,Zoe,Aphelios,Thresh,False
545,NA1_4628113480,Poppy,Gragas,Thresh,Vayne,Yuumi,Ornn,Ivern,Jayce,Blitzcrank,Samira,True
546,NA1_4618825784,Camille,LeeSin,Talon,Chogath,Senna,Rumble,Ekko,Zed,Zeri,Annie,False
547,NA1_4630414632,Nasus,JarvanIV,Jayce,Xayah,Karma,KSante,Talon,Vladimir,Twitch,Rakan,False
548,NA1_4620721401,Nidalee,Khazix,Ashe,Jinx,Nautilus,Sett,LeeSin,Sylas,Xayah,Thresh,False
549,NA1_4617329007,Viego,Diana,KSante,Aphelios,Senna,Poppy,JarvanIV,Sylas,Xayah,Rakan,False
550,NA1_4631129787,Malphite,Hecarim,Sylas,Ezreal,Milio,Olaf,MonkeyKing,Xerath,Caitlyn,Thresh,True
551,NA1_4620150597,Sion,Graves,Sylas,Sivir,Annie,KSante,Viego,Akali,Aphelios,Lux,False
552,NA1_4619731916,Ryze,MonkeyKing,Gragas,Samira,Belveth,Xayah,Udyr,Jayce,Kennen,Rakan,False
553,NA1_4629233305,Kled,Taliyah,Zoe,Jinx,Rakan,KSante,Graves,Zilean,Twitch,Milio,False
554,NA1_4619683913,Malphite,Diana,Chogath,Ashe,Sett,Mordekaiser,Kindred,Rumble,Sivir,Karma,False
555,NA1_4631285810,Vladimir,LeeSin,Zed,Ashe,Zyra,Kled,Sylas,Jayce,Aphelios,Thresh,True
556,NA1_4631646134,Quinn,Nidalee,Orianna,Jinx,Braum,Darius,Elise,Yone,Xayah,Thresh,True
557,NA1_4619031430,Gnar,MonkeyKing,Sylas,Jinx,Zilean,KSante,Zac,Lissandra,Seraphine,Senna,True
558,NA1_4622825610,Renekton,JarvanIV,Lissandra,Jinx,Lulu,Singed,MasterYi,Leblanc,Zeri,Blitzcrank,False
559,NA1_4629311192,Kennen,Graves,Lissandra,Aphelios,Thresh,Olaf,Gragas,Yone,Jinx,Braum,True
560,NA1_4606652620,KSante,Lillia,Kled,Ezreal,Taric,Swain,Udyr,Jayce,Kaisa,Rakan,False
561,NA1_4622688530,Azir,Lux,Ornn,Xayah,Rengar,Nilah,Milio,Belveth,Irelia,Leblanc,True
562,NA1_4629171868,Yasuo,Ivern,Zed,Morgana,Senna,KSante,MonkeyKing,Sylas,Jinx,Alistar,False
563,NA1_4626084030,Garen,Belveth,Viktor,Jinx,Thresh,Yone,MonkeyKing,Orianna,Lucian,Pyke,True
564,NA1_4613751146,Kennen,XinZhao,Talon,Draven,Thresh,Jayce,JarvanIV,Gragas,Xayah,Rakan,True
565,NA1_4629742133,Fiora,Graves,Ziggs,Aphelios,Lulu,Darius,Zac,Rumble,Tristana,Blitzcrank,True
566,NA1_4631043899,Garen,MonkeyKing,Malzahar,Nilah,Karma,Kennen,Rengar,Yasuo,Aphelios,Milio,False
567,NA1_4623215392,Kled,Olaf,Lissandra,Zeri,Lulu,Jax,Gragas,Sona,Yasuo,Aphelios,True
568,NA1_4631150592,Garen,FiddleSticks,Tristana,Xayah,Renata,KSante,MonkeyKing,AurelionSol,Kaisa,Nautilus,False
569,NA1_4631763760,Tryndamere,LeeSin,Syndra,Karthus,Nami,Ornn,Hecarim,Ryze,Jinx,Milio,True
570,NA1_4622424423,Gwen,Khazix,Garen,Varus,Annie,Malphite,Kindred,KSante,Xayah,Milio,False
571,NA1_4627720016,Kled,JarvanIV,Seraphine,Aphelios,Renata,Gragas,LeeSin,AurelionSol,Xayah,Blitzcrank,False
572,NA1_4626346133,KSante,Graves,Ahri,Ezreal,Alistar,Chogath,Rengar,Sylas,Aphelios,Nautilus,True
573,NA1_4620614512,KSante,Elise,Olaf,Jinx,Annie,Zeri,Khazix,Sylas,Zed,Milio,False
574,NA1_4630688514,Rengar,Diana,KSante,Kaisa,Annie,Gragas,Olaf,Kayn,Yasuo,Nautilus,False
575,NA1_4630099687,Jayce,LeeSin,Syndra,Xayah,Rakan,Malphite,Elise,Irelia,Zeri,Janna,False
576,NA1_4619628495,Sett,Nautilus,Taliyah,Varus,Blitzcrank,Jax,LeeSin,Sylas,Draven,Belveth,True
577,NA1_4616494629,Fiora,Nocturne,KogMaw,MissFortune,Zilean,Garen,LeeSin,Syndra,Xayah,Alistar,True
578,NA1_4629281959,Poppy,Karthus,Yasuo,Zeri,Rakan,Kennen,Khazix,Tryndamere,Xayah,Nautilus,False
579,NA1_4618608530,Jax,Shyvana,TwistedFate,Aphelios,Lulu,Singed,Nidalee,Jhin,Leblanc,Bard,False
580,NA1_4614334869,Pantheon,Nautilus,Kassadin,Sivir,Lulu,Olaf,FiddleSticks,Sylas,Vayne,Rakan,False
581,NA1_4628635476,Graves,Vladimir,Leblanc,Xayah,Rakan,Aatrox,Gragas,Yasuo,Jinx,Alistar,False
582,NA1_4617494644,Olaf,Viego,Seraphine,Jinx,Pyke,JarvanIV,Vi,Sylas,Aphelios,Annie,True
583,NA1_4626444114,Jayce,Rengar,AurelionSol,Zeri,Milio,Malphite,Elise,Yone,Aphelios,Blitzcrank,True
584,NA1_4620876024,Olaf,Gwen,Jayce,Karthus,Blitzcrank,MonkeyKing,Skarner,Leblanc,Jinx,Heimerdinger,True
585,NA1_4617527454,Malphite,Hecarim,Orianna,Draven,Thresh,Singed,MonkeyKing,Kennen,Ezreal,Neeko,False
586,NA1_4618137900,Fiora,Kindred,Zoe,Tristana,Neeko,Jayce,JarvanIV,AurelionSol,Jinx,Rakan,True
587,NA1_4626909059,KSante,Evelynn,Jayce,Kalista,Taric,Fiora,Kindred,Zoe,Varus,Jax,False
588,NA1_4629930710,Xerath,Zoe,Ryze,Vi,Ezreal,Aphelios,Amumu,Aatrox,Veigar,XinZhao,True
589,NA1_4627355162,MonkeyKing,Nocturne,Ahri,Xayah,Nautilus,Gragas,Graves,Neeko,Zeri,Rakan,True
590,NA1_4627737771,Sett,Kayn,AurelionSol,Lucian,Rakan,Olaf,Kindred,Orianna,Jinx,Zyra,False
591,NA1_4629793917,Garen,XinZhao,Katarina,Thresh,Seraphine,Rumble,Udyr,Draven,KogMaw,Nautilus,True
592,NA1_4620819717,Poppy,MonkeyKing,Sylas,Xayah,Karma,Sett,LeeSin,Lux,Varus,Heimerdinger,True
593,NA1_4606733622,Sejuani,Viego,Syndra,Jinx,Thresh,Camille,MonkeyKing,Akali,Xayah,Annie,False
594,NA1_4630062438,Caitlyn,Lux,Viego,Lissandra,Fiora,Syndra,Jax,Kayn,Xayah,Rakan,False
595,NA1_4630226281,Pantheon,Kindred,Galio,Sona,Velkoz,KSante,Rumble,Graves,Xayah,Leona,True
596,NA1_4623976710,Rumble,Gragas,KSante,Zeri,Blitzcrank,Gnar,Evelynn,Akshan,Varus,Karma,True
597,NA1_4620090344,Poppy,Hecarim,Nautilus,Zeri,Annie,Garen,Gragas,Yasuo,Jinx,Lulu,False
598,NA1_4619795195,Garen,Shaco,Sylas,Jinx,Nami,Rumble,JarvanIV,Malphite,Yasuo,Rakan,False
599,NA1_4617436981,Kennen,Gragas,KSante,Ezreal,Rakan,Fiora,Lissandra,LeeSin,Kaisa,Senna,False
600,NA1_4615281344,Sylas,LeeSin,Gragas,Ezreal,Yuumi,Jayce,Nautilus,Yasuo,Kaisa,Diana,False
601,NA1_4629643627,Camille,Nautilus,Talon,Xayah,Fizz,Draven,FiddleSticks,Jayce,Thresh,Anivia,False
602,NA1_4632003744,Sejuani,Amumu,Qiyana,Aphelios,Thresh,Garen,Gragas,Sylas,Xayah,Rakan,False
603,NA1_4629364138,Gragas,Qiyana,Leblanc,Xayah,Rakan,Kennen,LeeSin,Chogath,Caitlyn,Heimerdinger,True
604,NA1_4621154720,Thresh,Viego,Kennen,Aphelios,Quinn,Camille,LeeSin,Lissandra,Twitch,Soraka,False
605,NA1_4628073801,Fiora,LeeSin,Zac,Xayah,Pyke,Jayce,Vi,Taliyah,Ezreal,Renata,True
606,NA1_4629080439,Quinn,Khazix,Kennen,Varus,Alistar,Jayce,Nocturne,Sylas,Sivir,Milio,False
607,NA1_4626337110,Fiora,Evelynn,Pantheon,Jinx,TahmKench,Malphite,Kindred,Ahri,Yasuo,Rakan,False
608,NA1_4626346089,Poppy,Maokai,Ahri,Varus,Annie,Quinn,Hecarim,Xerath,Zeri,Lulu,True
609,NA1_4624708703,Rakan,Nunu,Galio,Xayah,Malphite,Teemo,Ekko,Talon,Chogath,Senna,True
610,NA1_4630670343,AurelionSol,MonkeyKing,Galio,Draven,Milio,Pantheon,Hecarim,Sylas,Xayah,Blitzcrank,False
611,NA1_4614513795,AurelionSol,Nocturne,Sylas,Aphelios,Braum,Gangplank,Nautilus,Leblanc,Veigar,Pyke,True
612,NA1_4623541025,Pantheon,Gragas,Vex,Xayah,Rakan,KSante,LeeSin,Yasuo,Karthus,Thresh,False
613,NA1_4618756988,Yone,Gragas,Malphite,Xayah,Rakan,Illaoi,Graves,LeeSin,Karthus,Leona,False
614,NA1_4631244103,Jinx,Graves,Lux,DrMundo,Yuumi,Sett,LeeSin,Senna,Seraphine,Milio,False
615,NA1_4625640794,Malphite,Hecarim,Lux,Varus,Thresh,Neeko,Viego,Viktor,Zeri,Xerath,False
616,NA1_4615835406,Jayce,MonkeyKing,Veigar,Senna,Seraphine,Neeko,LeeSin,Ekko,Zeri,Annie,True
617,NA1_4626970607,Varus,Graves,Zed,Vladimir,Skarner,Darius,Zac,Veigar,Xayah,Thresh,True
618,NA1_4626904218,Darius,Rengar,Sylas,Varus,Pyke,Malphite,Graves,Cassiopeia,Karthus,Rell,False
619,NA1_4629465861,Kennen,Graves,Rumble,Jinx,Milio,Jayce,Elise,Diana,Aphelios,Thresh,True
620,NA1_4629096262,Yasuo,Maokai,Talon,Xayah,Milio,Renekton,Gragas,Poppy,Jinx,Thresh,False
621,NA1_4628168685,Senna,AurelionSol,LeeSin,DrMundo,Aphelios,Rammus,Thresh,Singed,Xayah,Ekko,True
622,NA1_4624100004,Olaf,LeeSin,Galio,Sivir,Rakan,Kled,Sylas,Veigar,Tristana,Nautilus,False
623,NA1_4631252166,Darius,Kindred,Ekko,Zeri,Pyke,Renekton,LeeSin,Ahri,Ezreal,Twitch,False
624,NA1_4628455069,Camille,MonkeyKing,Vex,Taliyah,Chogath,Fiora,Elise,Tristana,Xayah,Rakan,True
625,NA1_4632210472,Tryndamere,JarvanIV,Galio,Aphelios,Thresh,Fiora,MasterYi,Orianna,Xayah,Rakan,False
626,NA1_4630700902,Pantheon,Vi,AurelionSol,Xayah,Leona,Garen,Hecarim,Akshan,Lux,Morgana,False
627,NA1_4618290903,Kennen,Kindred,Syndra,Jinx,Zilean,Ornn,Elise,Leblanc,Samira,Blitzcrank,False
628,NA1_4626142044,Garen,MasterYi,AurelionSol,Xayah,Rakan,Jayce,LeeSin,Caitlyn,Anivia,Neeko,True
629,NA1_4632287142,Sett,Evelynn,Ahri,Jinx,Lulu,KSante,FiddleSticks,Zed,Draven,Thresh,False
630,NA1_4606407491,Sion,Ekko,Zed,Caitlyn,Lux,Jayce,Udyr,Gragas,Jinx,Thresh,False
631,NA1_4619244135,Gragas,Rengar,KSante,Jinx,Rakan,Singed,LeeSin,Cassiopeia,Veigar,Blitzcrank,True
632,NA1_4627122571,Warwick,Hecarim,Lissandra,Ezreal,Karma,Jayce,XinZhao,Lux,Xayah,Thresh,False
633,NA1_4627166871,KSante,Hecarim,Akali,Nilah,Lulu,Malphite,XinZhao,Lux,Ezreal,Taric,False
634,NA1_4606599708,Maokai,Viego,Leblanc,Zeri,Annie,Chogath,LeeSin,Syndra,Aphelios,Zilean,True
635,NA1_4630245668,Gangplank,Ivern,Lissandra,Xayah,Rakan,Kled,Gragas,Yasuo,Jhin,Amumu,False
636,NA1_4629920623,Aatrox,XinZhao,Syndra,Ashe,Amumu,Malphite,Ekko,Chogath,Caitlyn,Zilean,False
637,NA1_4624732237,Quinn,Karthus,Sylas,Zeri,Lulu,KSante,Senna,Vayne,Seraphine,Shaco,False
638,NA1_4625727507,Rumble,Kayn,Urgot,Tristana,Milio,Gwen,Rengar,Neeko,Brand,Nami,False
639,NA1_4624077316,Camille,Viego,Gangplank,Draven,Karma,Gnar,Rengar,Xerath,Garen,Zilean,False
640,NA1_4631331980,Renekton,Kindred,Akali,Zeri,Senna,Mordekaiser,Gragas,Yasuo,Lucian,Sona,False
641,NA1_4625303951,Olaf,JarvanIV,Evelynn,Chogath,Senna,MonkeyKing,Nunu,Cassiopeia,Samira,Rakan,True
642,NA1_4626013175,Jayce,Hecarim,Ahri,Kaisa,Pyke,Garen,Graves,Gragas,Jinx,Milio,True
643,NA1_4631211457,Sett,Gragas,Nami,Yasuo,Lucian,Blitzcrank,Twitch,Fizz,Illaoi,Nocturne,True
644,NA1_4630621543,Ornn,Karthus,Qiyana,Xayah,Rakan,Yone,Gragas,Syndra,Ezreal,Milio,False
645,NA1_4608935066,KSante,Hecarim,Vladimir,Vayne,Renata,Gnar,Gragas,Tristana,Karthus,Swain,True
646,NA1_4622652859,Kennen,Graves,Viktor,Vayne,Blitzcrank,Singed,Hecarim,Kaisa,Ekko,Nautilus,True
647,NA1_4615638833,Aatrox,Kindred,Viktor,Zeri,Annie,Jayce,Gragas,Akshan,Jinx,Milio,False
648,NA1_4611904115,Gnar,XinZhao,Lissandra,Vayne,Thresh,Malphite,MasterYi,Yone,Veigar,Blitzcrank,False
649,NA1_4618341859,Mordekaiser,XinZhao,Sylas,Zeri,Sona,Fiora,LeeSin,Leblanc,Karthus,Pantheon,True
650,NA1_4613838832,Camille,RekSai,Ahri,Xayah,Rakan,Gragas,MonkeyKing,Leblanc,Aphelios,Renata,False
651,NA1_4617303026,Fiora,Olaf,Gragas,Varus,Milio,Yasuo,Taric,Akali,Xayah,Soraka,True
652,NA1_4610531161,Fiora,Gwen,Zed,MissFortune,Karma,Kled,Rammus,Neeko,Sivir,Bard,False
653,NA1_4618188014,Shen,Udyr,Kennen,Zeri,Pyke,KSante,LeeSin,Akshan,Jinx,Heimerdinger,False
654,NA1_4622928051,Kennen,Graves,Olaf,Samira,Nautilus,Zed,Sylas,Garen,Xayah,Braum,False
655,NA1_4626359881,Renekton,Gragas,Irelia,Nilah,Lulu,Riven,Poppy,Viktor,Aphelios,Thresh,False
656,NA1_4624149315,Jax,Nidalee,Sivir,Renekton,Jhin,Gangplank,Talon,Taliyah,Chogath,Senna,True
657,NA1_4616672518,Irelia,JarvanIV,Annie,Zeri,Soraka,Camille,Gragas,Jayce,Xayah,Senna,False
658,NA1_4627684456,Urgot,Nocturne,Galio,Twitch,Milio,Jax,Taric,Syndra,Jhin,Annie,True
659,NA1_4623742214,Urgot,Graves,Chogath,Twitch,Blitzcrank,Akali,MonkeyKing,Zed,Zeri,Braum,True
660,NA1_4614692524,Jayce,Ivern,Irelia,Aphelios,Lulu,Olaf,Viego,Ahri,Caitlyn,Bard,False
661,NA1_4620753957,Sion,Gragas,Viktor,Xayah,Rakan,Nidalee,LeeSin,Syndra,Jinx,Nautilus,True
662,NA1_4629899518,Malphite,Graves,TwistedFate,Aphelios,Thresh,Jayce,Nocturne,Diana,Jinx,Milio,True
663,NA1_4624611868,Volibear,JarvanIV,Sejuani,Kaisa,Blitzcrank,Fiora,Elise,Pantheon,Aphelios,Annie,False
664,NA1_4631855311,Riven,Kindred,Nilah,Ryze,Yuumi,Urgot,Taric,Kennen,Xayah,Nautilus,False
665,NA1_4628954990,Olaf,Karthus,Qiyana,Jinx,Thresh,Yasuo,Gragas,Zoe,Ashe,Soraka,True
666,NA1_4623704458,Illaoi,Lillia,KSante,Tristana,Rakan,Olaf,Rengar,FiddleSticks,Jhin,Ashe,False
667,NA1_4616040854,Sion,FiddleSticks,Akshan,Zeri,Zilean,Riven,Evelynn,Zoe,Vayne,Rakan,True
668,NA1_4614923851,Jayce,LeeSin,Orianna,Jinx,Thresh,KSante,Viego,Syndra,Varus,Blitzcrank,False
669,NA1_4615494532,Yone,Evelynn,Twitch,Xayah,Annie,Fiora,Kindred,Gangplank,Veigar,Soraka,False
670,NA1_4629596662,Darius,Ekko,Ahri,Jinx,Thresh,KSante,Rumble,Talon,Zeri,Pyke,False
671,NA1_4627324467,Tryndamere,Graves,AurelionSol,Draven,Morgana,Jayce,Hecarim,Ahri,MissFortune,Seraphine,False
672,NA1_4623812308,DrMundo,Rengar,Azir,Zeri,Milio,Darius,Hecarim,Xerath,Jinx,Nautilus,False
673,NA1_4629378566,Poppy,Sylas,Viktor,Varus,Karma,Gwen,Jax,Leblanc,Zeri,Yuumi,True
674,NA1_4627003974,Garen,Kindred,Lissandra,Tristana,Blitzcrank,Malphite,Gragas,Yasuo,Swain,Senna,True
675,NA1_4611812859,Sylas,MonkeyKing,Leblanc,Jinx,Lulu,Lucian,JarvanIV,Kassadin,Malphite,Nami,False
676,NA1_4629750513,Yasuo,Nidalee,Zeri,Anivia,Milio,Kennen,Graves,Qiyana,Jinx,Bard,False
677,NA1_4616990686,Jayce,Elise,KSante,Tristana,Nautilus,Malphite,Hecarim,Rumble,Varus,Jhin,False
678,NA1_4631146983,Sion,Evelynn,Twitch,Draven,Milio,Irelia,LeeSin,Akshan,Seraphine,Nautilus,False
679,NA1_4623350159,Singed,Nocturne,Lux,Jinx,Braum,Gangplank,AurelionSol,Sylas,Vayne,Leona,True
680,NA1_4631710275,Sion,Shaco,Lissandra,Xayah,Soraka,Jayce,LeeSin,Chogath,Yasuo,Leona,True
681,NA1_4620587041,Illaoi,Khazix,Neeko,Lucian,Blitzcrank,Malphite,Udyr,Rumble,Jinx,Thresh,False
682,NA1_4631745308,Mordekaiser,JarvanIV,Zed,Lucian,Milio,Fiora,Ekko,Qiyana,Nilah,Soraka,True
683,NA1_4630102377,Camille,Zilean,Olaf,Vayne,TahmKench,Gangplank,Hecarim,Cassiopeia,Aphelios,Taric,False
684,NA1_4625343036,Darius,Gragas,Irelia,Viktor,Thresh,Fiora,Sejuani,Lux,Xayah,Rakan,False
685,NA1_4621519462,Kennen,MonkeyKing,Kayle,Varus,Braum,Malphite,Zac,Yasuo,Draven,Amumu,False
686,NA1_4624161168,Kled,MonkeyKing,Swain,Varus,Xerath,Sett,Ekko,Azir,Tristana,Rakan,False
687,NA1_4618438633,Darius,Gragas,Viktor,Aphelios,Milio,Jayce,Nautilus,Syndra,Varus,Senna,True
688,NA1_4625467497,KSante,Evelynn,Galio,Xayah,Rakan,Shen,Rengar,Katarina,Vayne,Blitzcrank,False
689,NA1_4628611425,Malphite,Gragas,Yasuo,Twitch,Rakan,Pantheon,Evelynn,Talon,Xayah,Milio,False
690,NA1_4615307464,Mordekaiser,MonkeyKing,Sylas,Jhin,Seraphine,Poppy,Hecarim,Ahri,Chogath,Senna,True
691,NA1_4630748571,Shen,Khazix,Sylas,Zeri,Thresh,Yone,Taliyah,Xayah,KSante,Rakan,True
692,NA1_4631232229,Fiora,Elise,Ahri,Zeri,Lulu,KSante,LeeSin,Kassadin,Lucian,Nami,True
693,NA1_4628507186,Cassiopeia,Talon,KSante,Ezreal,Renata,Renekton,Ivern,Leblanc,Xayah,Rakan,True
694,NA1_4627189047,Jax,Khazix,Karma,Seraphine,Taric,Ryze,Gragas,Rengar,Zeri,Blitzcrank,True
695,NA1_4618109899,Kled,Ekko,Yone,Jhin,Annie,Malphite,Khazix,Zoe,Xayah,Milio,True
696,NA1_4631933545,Ornn,Viego,Neeko,Caitlyn,Lux,KSante,LeeSin,Leblanc,Jinx,Nautilus,False
697,NA1_4629698740,Chogath,Graves,Ekko,Varus,Karma,Renekton,Talon,Vladimir,Lucian,Nami,False
698,NA1_4617866929,Gangplank,Akali,Udyr,Senna,Sion,Vladimir,JarvanIV,Singed,Vayne,Annie,True
699,NA1_4625621056,Kennen,JarvanIV,Ahri,Varus,Thresh,Malphite,Vi,Orianna,Xayah,Rakan,False
700,NA1_4625575876,Malphite,Sejuani,Zed,Kalista,Rakan,Darius,Kindred,FiddleSticks,Samira,Poppy,False
701,NA1_4626706024,Kennen,Rengar,Vladimir,Vayne,Rakan,Olaf,Zed,Leblanc,Zeri,Lulu,False
702,NA1_4630713381,Gangplank,Gragas,Anivia,Aphelios,Thresh,Olaf,Rengar,Lissandra,Xayah,Rakan,False
703,NA1_4622832509,Garen,Khazix,TwistedFate,Xayah,Rakan,KSante,Kayn,Akali,Zeri,Annie,True
704,NA1_4630493699,Malphite,Udyr,Lux,Xayah,Neeko,Yasuo,MonkeyKing,Annie,Zeri,Lulu,False
705,NA1_4625183647,Gnar,Elise,Akshan,Aphelios,Braum,Fiora,Kayn,Katarina,Varus,Nautilus,False
706,NA1_4631922337,Mordekaiser,Nidalee,Yasuo,Kaisa,Thresh,Shen,Nocturne,Cassiopeia,Sylas,Taric,False
707,NA1_4625701139,Poppy,Graves,Veigar,Tristana,Pyke,Olaf,Karthus,Talon,Jinx,Sona,True
708,NA1_4631036146,Tryndamere,Yuumi,Fizz,Jinx,Graves,Olaf,Kindred,Lissandra,Aphelios,Braum,False
