,match_id,blue_top,blue_jungle,blue_middle,blue_bottom,blue_support,red_top,red_jungle,red_middle,red_bottom,red_support,blue_win
2554,NA1_4626371768,Vladimir,Hecarim,Irelia,Karthus,Karma,KSante,LeeSin,Ryze,Ezreal,Sona,True
2555,NA1_4615086006,Sylas,MonkeyKing,Cassiopeia,Varus,Annie,Aatrox,Viego,Gragas,Xayah,Nautilus,True
2556,NA1_4622999538,Sion,Gragas,Zed,Jinx,Thresh,Chogath,LeeSin,Orianna,Xayah,Rakan,False
2557,NA1_4631196790,AurelionSol,Elise,Sivir,Fiora,Sylas,Alistar,Jax,Pantheon,Xayah,Evelynn,False
2558,NA1_4628152381,Kennen,Khazix,Yone,Varus,Lulu,Sion,Karthus,Tristana,Lucian,Nami,False
2559,NA1_4625647982,Ahri,Rengar,Swain,Aphelios,Janna,Mordekaiser,MonkeyKing,Sylas,Samira,Leona,True
2560,NA1_4620362046,Olaf,Viego,Neeko,Aphelios,Nautilus,TwistedFate,Kindred,Akali,Zeri,Pyke,True
2561,NA1_4631838520,Jayce,Maokai,Rumble,Jinx,Alistar,KSante,Evelynn,Akshan,Samira,Nautilus,False
2562,NA1_4606790123,Irelia,Elise,Kled,Xayah,Rakan,Kennen,Ivern,Tristana,Aphelios,Thresh,True
2563,NA1_4630140321,Mordekaiser,LeeSin,Yasuo,Jinx,Milio,Gangplank,Zilean,JarvanIV,Kalista,TahmKench,True
2564,NA1_4614027295,Kled,Shaco,Katarina,Ezreal,Maokai,Camille,Graves,Viego,Seraphine,Sona,True
2565,NA1_4625299425,Sett,Kindred,Lissandra,Xayah,Thresh,Gangplank,Sejuani,Ziggs,Kaisa,Nautilus,False
2566,NA1_4628868795,Pantheon,MasterYi,Sylas,Xayah,Rakan,Yasuo,Hecarim,Galio,Seraphine,Karthus,False
2567,NA1_4623101819,Kennen,Poppy,Diana,Vayne,Renata,Malphite,Zeri,Orianna,Nocturne,Rakan,False
2568,NA1_4619628509,Jayce,Hecarim,Rumble,Jinx,Karma,Garen,Rengar,Veigar,Jhin,Senna,True
2569,NA1_4629543966,Kennen,Rengar,Tryndamere,Xayah,Fizz,Fiora,Malzahar,Udyr,Samira,Thresh,False
2570,NA1_4619424727,Jax,Graves,Sylas,Kaisa,Nautilus,Gnar,Gragas,Taliyah,Xayah,Rakan,True
2571,NA1_4623032177,Jayce,Gragas,Yone,Jinx,Lulu,Malphite,Graves,Veigar,Vayne,Milio,True
2572,NA1_4624578443,Kennen,Kindred,Lissandra,Vayne,Milio,Irelia,Taric,Rumble,Jinx,Seraphine,False
2573,NA1_4623761449,Fiora,Graves,Ryze,Varus,Renata,Vayne,JarvanIV,Galio,Twitch,Lulu,True
2574,NA1_4629011839,Pantheon,Kindred,Akali,Xayah,Rakan,KSante,LeeSin,Ahri,Jinx,Thresh,False
2575,NA1_4620570826,Renekton,Nidalee,Yone,Seraphine,Senna,Malphite,Graves,Leblanc,Jinx,Swain,True
2576,NA1_4631646460,Kennen,Taric,Yone,Aphelios,Yuumi,Draven,Shaco,Zed,Jinx,Milio,True
2577,NA1_4618230886,Singed,Nunu,Kennen,Twitch,Milio,Olaf,Kassadin,Udyr,Zeri,Lulu,False
2578,NA1_4619540291,Chogath,Udyr,Malphite,Senna,Jayce,Rumble,Viego,Cassiopeia,Nilah,Karma,False
2579,NA1_4628019689,Alistar,Gragas,Sylas,Jinx,Thresh,Shen,Graves,Cassiopeia,Twitch,Pyke,False
2580,NA1_4621139618,Sion,Talon,Orianna,Zeri,Lulu,Chogath,Khazix,Syndra,Sivir,Yuumi,True
2581,NA1_4628400176,Sion,Viego,Lissandra,Nilah,Maokai,Jax,Udyr,Zoe,Zeri,Milio,False
2582,NA1_4624494588,Kled,MasterYi,Sett,Xerath,Senna,Vladimir,Hecarim,Zed,Seraphine,Rakan,True
2583,NA1_4624486550,Jax,JarvanIV,Veigar,Vayne,Lulu,Jayce,Sejuani,Sylas,Caitlyn,Soraka,True
2584,NA1_4611248167,Kled,Gwen,Thresh,Zeri,TahmKench,Kennen,Vi,LeeSin,Xayah,Rakan,False
2585,NA1_4630517805,Chogath,Graves,Malzahar,Aphelios,Thresh,Annie,MonkeyKing,Zoe,Varus,Rakan,False
2586,NA1_4628963489,Jayce,Nocturne,Ahri,Jinx,Milio,Kennen,Rengar,Zed,Seraphine,Senna,False
2587,NA1_4615977317,Gangplank,Graves,Leblanc,MissFortune,Nautilus,Sion,Kayn,Viktor,Jinx,Milio,False
2588,NA1_4620060563,Rumble,Rengar,Sylas,Zeri,Yuumi,Jayce,Hecarim,Kennen,Jinx,Nautilus,False
2589,NA1_4628300368,Yone,Diana,Jayce,Jinx,Nautilus,Malphite,Ivern,Zoe,Lucian,Janna,False
2590,NA1_4621471964,Jayce,Ekko,Fizz,Varus,Senna,Vladimir,LeeSin,Rumble,Jinx,Thresh,True
2591,NA1_4629144145,Mordekaiser,Viego,Kindred,Jinx,Rakan,Olaf,Taric,Ekko,Zeri,Yuumi,False
2592,NA1_4629032013,Jayce,JarvanIV,Sylas,Jinx,Nautilus,Gragas,Graves,Lux,Zeri,Lulu,False
2593,NA1_4626429603,Warwick,Evelynn,Renekton,Ezreal,Karma,Sejuani,Vi,Neeko,Jhin,Rakan,False
2594,NA1_4626906497,Gragas,Graves,Chogath,Aphelios,Blitzcrank,Sion,Evelynn,Soraka,Jinx,Nautilus,True
2595,NA1_4624903412,Darius,MonkeyKing,AurelionSol,Ezreal,Senna,Malphite,Sylas,Tristana,Aphelios,Thresh,True
2596,NA1_4632162547,Rumble,Rengar,AurelionSol,Kalista,Pantheon,Gangplank,Belveth,Vladimir,Jhin,Brand,False
2597,NA1_4622759046,Kennen,Talon,Yasuo,Caitlyn,Twitch,Jayce,Viego,Lissandra,Draven,Nautilus,True
2598,NA1_4618642800,Anivia,MonkeyKing,Xayah,Jayce,Rakan,Heimerdinger,Gragas,KSante,Tristana,Annie,True
2599,NA1_4628327591,Sejuani,MonkeyKing,Chogath,Jinx,Thresh,Yone,Ivern,Zoe,Jhin,Blitzcrank,False
2600,NA1_4624755976,Rumble,Shaco,Qiyana,Tristana,Lulu,Irelia,Talon,Seraphine,Neeko,Nautilus,True
2601,NA1_4627029508,Riven,Belveth,Diana,Varus,Rakan,Sett,LeeSin,Viego,Swain,Nautilus,True
2602,NA1_4614845396,Jax,Garen,Zoe,Xayah,Rakan,Kled,Rumble,KSante,Lucian,Nami,False
2603,NA1_4625971156,Kennen,MasterYi,KSante,Caitlyn,Velkoz,Darius,Udyr,Syndra,Draven,Seraphine,False
2604,NA1_4623551737,Malphite,MonkeyKing,Yasuo,Jinx,Lux,KSante,Udyr,Kled,Aphelios,Thresh,False
2605,NA1_4622827361,Darius,Khazix,Sylas,Jhin,Nautilus,Fiora,Udyr,Rumble,Seraphine,Blitzcrank,False
2606,NA1_4624072652,Rumble,Nidalee,Tryndamere,Zeri,Yuumi,Malphite,LeeSin,Syndra,Aphelios,Soraka,True
2607,NA1_4631575404,Irelia,Graves,Veigar,Seraphine,Renata,Sion,Gragas,Kennen,Samira,Rell,False
2608,NA1_4617439144,Jayce,JarvanIV,Leblanc,Aphelios,Nautilus,DrMundo,Evelynn,Tristana,Jinx,Lulu,False
2609,NA1_4630892943,KSante,Gragas,Taliyah,Ezreal,Xerath,Camille,Sylas,Akali,Aphelios,Thresh,False
2610,NA1_4626150044,Sion,Hecarim,Zoe,Kaisa,Amumu,Kennen,LeeSin,Yasuo,Lucian,Nami,False
2611,NA1_4626597674,Kindred,Galio,Olaf,Lux,Ezreal,Leblanc,MonkeyKing,Zeri,Lulu,Volibear,True
2612,NA1_4631597824,Warwick,Kindred,Viktor,Xayah,Rakan,Olaf,MonkeyKing,Katarina,Aphelios,Thresh,True
2613,NA1_4627789453,KSante,Viego,Syndra,Xayah,Renata,Jax,Rumble,Yasuo,Varus,Rakan,False
2614,NA1_4625916714,Kennen,Kindred,Jayce,Jinx,TahmKench,Jax,Taric,Yasuo,Tristana,Pyke,True
2615,NA1_4630450412,Darius,Kayn,Annie,Xayah,Rakan,Pantheon,FiddleSticks,Tristana,Amumu,Alistar,True
2616,NA1_4626650666,Kindred,Zoe,Lux,Caitlyn,Olaf,Bard,Ezreal,Rumble,Volibear,Malzahar,False
2617,NA1_4631095958,Garen,Elise,Neeko,Jhin,Alistar,Zac,Kindred,Kennen,Swain,Pyke,False
2618,NA1_4627295193,Fiora,Graves,Sylas,Seraphine,Zyra,Jayce,Viego,Tryndamere,Varus,Thresh,False
2619,NA1_4629378144,Malphite,Kindred,Lissandra,Twitch,Karma,Sylas,Elise,Yone,Caitlyn,Lux,False
2620,NA1_4627298654,Gnar,Kindred,Orianna,Xayah,Blitzcrank,Ornn,MasterYi,Sylas,Zeri,Braum,True
2621,NA1_4625322775,Nasus,Evelynn,Ahri,Xayah,Thresh,Yasuo,JarvanIV,Malphite,Seraphine,Senna,True
2622,NA1_4628656017,Trundle,MonkeyKing,Zoe,Xayah,Blitzcrank,Maokai,Talon,Syndra,KogMaw,Milio,False
2623,NA1_4622574171,Garen,LeeSin,Syndra,Samira,Nautilus,Camille,MonkeyKing,Sylas,Twitch,Janna,False
2624,NA1_4626988024,Malphite,Hecarim,Leblanc,Kaisa,Zyra,Jayce,LeeSin,Thresh,Jinx,Ahri,True
2625,NA1_4615722673,Fiora,LeeSin,Orianna,Caitlyn,Karma,Jayce,Gragas,Veigar,Jinx,Thresh,True
2626,NA1_4629508037,Yone,LeeSin,Vladimir,Aphelios,Thresh,Akali,Graves,Rumble,Swain,Leona,False
2627,NA1_4631586392,Jayce,Vi,Annie,Yasuo,Rakan,Pantheon,Viego,Anivia,Varus,Heimerdinger,False
2628,NA1_4629062858,Darius,Graves,Jayce,Ziggs,Milio,Aatrox,Ivern,Rumble,Ashe,Thresh,True
2629,NA1_4623291031,Kennen,Graves,Pantheon,Veigar,Rakan,KSante,Sylas,Zed,Varus,Senna,False
2630,NA1_4629065839,Jax,Graves,Sylas,Swain,Amumu,Alistar,Hecarim,Orianna,Xayah,KSante,False
2631,NA1_4628309351,Jax,MonkeyKing,Cassiopeia,Jinx,Thresh,KSante,Viego,AurelionSol,Xayah,Rakan,True
2632,NA1_4624092239,Malphite,Kindred,Ahri,Lucian,Nami,Illaoi,LeeSin,Zoe,Varus,Pyke,True
2633,NA1_4618334161,Tryndamere,Udyr,Vladimir,Xayah,Lux,Sion,Lillia,Zoe,Jinx,Amumu,True
2634,NA1_4627006424,Darius,MasterYi,Azir,Zeri,Senna,Riven,LeeSin,Ahri,Jinx,Lulu,False
2635,NA1_4619808282,Kayle,MasterYi,Syndra,MissFortune,Yuumi,Irelia,Elise,Lissandra,Jinx,Milio,False
2636,NA1_4621894777,Viktor,Talon,Malphite,Kaisa,Pyke,Shen,Olaf,Kennen,Aphelios,Sona,False
2637,NA1_4618648826,Kennen,Maokai,Irelia,Zeri,Renata,Rumble,Vi,Taliyah,Draven,Nautilus,True
2638,NA1_4623866832,Quinn,Viego,Seraphine,Nilah,TahmKench,Mordekaiser,Graves,Veigar,Kaisa,Alistar,True
2639,NA1_4622189215,Malphite,Graves,Malzahar,Jinx,Seraphine,Gnar,Hecarim,Orianna,Kaisa,Rakan,True
2640,NA1_4627493758,Pantheon,LeeSin,Leblanc,Caitlyn,Lux,Jax,MasterYi,Ahri,Jhin,Nautilus,True
2641,NA1_4629113714,Rumble,Nocturne,Jayce,Jinx,Ahri,Olaf,Nidalee,Ivern,Zeri,Thresh,True
2642,NA1_4622831689,Rumble,MonkeyKing,Lissandra,Varus,Lux,Sylas,Graves,Jayce,Xayah,Nautilus,True
2643,NA1_4605438260,Rumble,Graves,Akali,Aphelios,Rakan,Chogath,Kayn,Viktor,Jinx,Thresh,True
2644,NA1_4626842298,Malphite,RekSai,Yasuo,Sivir,Bard,Garen,Hecarim,Lux,Caitlyn,Varus,False
2645,NA1_4622294901,KSante,Graves,Malzahar,Nilah,Nautilus,Jayce,Olaf,Leblanc,Varus,Renata,False
2646,NA1_4627919859,Thresh,Karthus,Qiyana,Xayah,Nautilus,Caitlyn,Graves,Syndra,Ornn,Milio,True
2647,NA1_4624283111,Garen,Kayn,Katarina,Xayah,Lulu,Sett,Hecarim,Diana,Samira,Pyke,True
2648,NA1_4627447566,Kennen,LeeSin,Qiyana,Xayah,Rakan,Renata,Graves,Seraphine,Twitch,Malphite,False
2649,NA1_4613898027,Camille,Gragas,Jayce,Tristana,Nautilus,Kennen,Sylas,Garen,Zeri,Yuumi,False
2650,NA1_4629471989,Kled,Nautilus,Katarina,MissFortune,Elise,Chogath,Belveth,Talon,Varus,Soraka,True
2651,NA1_4629651054,Gragas,Hecarim,Syndra,Jinx,Yuumi,Aatrox,MonkeyKing,Senna,Aphelios,Ahri,False
2652,NA1_4623864474,KSante,Kindred,Karthus,Varus,Senna,Chogath,LeeSin,Vex,Aphelios,Nautilus,False
2653,NA1_4624950225,Malphite,Graves,Azir,Ezreal,Rakan,MonkeyKing,Sylas,Syndra,Xayah,Karma,False
2654,NA1_4629862796,Garen,Viego,Orianna,Xayah,Rakan,KSante,Graves,Veigar,Varus,Soraka,True
2655,NA1_4613040129,Garen,Diana,Qiyana,Kaisa,Rakan,Vayne,MonkeyKing,Leblanc,Xayah,Blitzcrank,False
2656,NA1_4618629141,Sylas,Maokai,Jayce,Aphelios,Rell,Malphite,Shyvana,Yasuo,Jinx,Alistar,False
2657,NA1_4619257755,Malphite,MonkeyKing,Leblanc,Tristana,Braum,Camille,Udyr,Malzahar,Jhin,Nautilus,True
2658,NA1_4625496879,Kennen,Graves,Zed,Veigar,Nautilus,Olaf,Maokai,Talon,Vayne,Blitzcrank,False
2659,NA1_4615605773,Olaf,LeeSin,TwistedFate,Jinx,Thresh,Fiora,Gragas,Syndra,Zeri,Annie,False
2660,NA1_4627556976,Milio,Pantheon,Ashe,Zed,Gragas,LeeSin,Jayce,Jinx,Senna,Ahri,False
2661,NA1_4626602960,Jayce,Evelynn,Katarina,Varus,Rell,Nautilus,Lillia,Zoe,Zeri,Riven,False
2662,NA1_4631498598,Yone,MonkeyKing,Seraphine,Caitlyn,Lux,Riven,Talon,Ahri,Jinx,Milio,False
2663,NA1_4615967735,Olaf,Lillia,Twitch,Xayah,Rakan,KSante,LeeSin,Orianna,Draven,Pantheon,True
2664,NA1_4627974397,Riven,Viego,Leblanc,Vayne,Lulu,Yasuo,MonkeyKing,Twitch,Samira,Amumu,True
2665,NA1_4631441707,Riven,Rengar,Fizz,Yasuo,Lulu,Jayce,Viego,Twitch,Brand,Senna,True
2666,NA1_4629956510,Fiora,Nocturne,Sylas,Lucian,Milio,Jax,Graves,Ahri,Varus,Karma,False
2667,NA1_4625435105,Nidalee,Thresh,Viego,Jinx,Ekko,Rumble,LeeSin,Pantheon,Draven,Soraka,False
2668,NA1_4619639616,Kennen,Viego,Malphite,Xayah,Zilean,Irelia,Karma,Hecarim,Zeri,Sylas,False
2669,NA1_4623674332,Jayce,Udyr,Diana,Xayah,Rakan,Irelia,Graves,Rumble,Xerath,Senna,True
2670,NA1_4613813389,Kennen,JarvanIV,Ahri,Aphelios,Karma,Jayce,LeeSin,Veigar,Jinx,Yuumi,True
2671,NA1_4624599216,Darius,Taric,Zed,Ezreal,Braum,Vladimir,MonkeyKing,Quinn,Yasuo,Rell,False
2672,NA1_4623745036,Singed,Neeko,Tristana,Kaisa,Yuumi,Jayce,Maokai,Leblanc,Zeri,Lulu,False
2673,NA1_4620475102,Kennen,Kindred,Viktor,Jinx,Blitzcrank,KSante,Diana,Zed,Samira,Thresh,True
2674,NA1_4628649051,Jayce,Graves,Akali,Draven,Alistar,Malphite,Kindred,TwistedFate,Varus,Orianna,True
2675,NA1_4626342620,Kled,Evelynn,Irelia,Tristana,Janna,Shen,Gragas,Yasuo,Twitch,Rakan,False
2676,NA1_4626815842,KSante,LeeSin,Cassiopeia,Ezreal,Karma,Malphite,Gragas,MonkeyKing,Chogath,Senna,False
2677,NA1_4614577373,Yasuo,Graves,Akali,Zeri,Lux,Jayce,Nautilus,Ekko,Jinx,Lulu,False
2678,NA1_4615009582,Shen,JarvanIV,Cassiopeia,Aphelios,Annie,Olaf,Gragas,Ryze,Jinx,Bard,False
2679,NA1_4621898127,Riven,Gragas,Lux,Aphelios,Lulu,Tryndamere,JarvanIV,Sylas,Swain,Rakan,False
2680,NA1_4631575511,Malphite,Gragas,Yasuo,Akshan,Thresh,Pantheon,JarvanIV,Ahri,Aphelios,Lulu,True
2681,NA1_4630495256,Gnar,Evelynn,Zoe,Xayah,Thresh,Pantheon,Diana,Lux,Kaisa,Pyke,True
2682,NA1_4623301068,Ornn,Belveth,Leblanc,Twitch,Milio,Kennen,Ekko,Qiyana,Aphelios,Nautilus,False
2683,NA1_4615058885,Galio,Belveth,Akali,Aphelios,Leona,Darius,Khazix,Zoe,Varus,Nautilus,False
2684,NA1_4623342174,Gangplank,Ekko,Malzahar,Xayah,Pyke,Jayce,Graves,Sylas,Kalista,Jhin,False
2685,NA1_4630370947,Kled,Graves,Cassiopeia,Jinx,Milio,Vladimir,Viego,Leblanc,Swain,Pyke,True
2686,NA1_4631998998,Jayce,FiddleSticks,Seraphine,Zeri,Lulu,Teemo,Udyr,Ryze,Lucian,Sona,False
2687,NA1_4627205792,Gwen,Belveth,Gragas,Jinx,Rakan,KSante,Khazix,Seraphine,Kaisa,Lulu,True
2688,NA1_4619591112,Jax,MonkeyKing,Annie,Xayah,Pyke,Gragas,LeeSin,Fizz,Kaisa,Rakan,True
2689,NA1_4629817546,Urgot,XinZhao,Galio,Zeri,Zoe,Rengar,Kindred,Orianna,Jinx,Thresh,True
2690,NA1_4621144460,Gragas,Karthus,Jayce,Sivir,Rakan,Malphite,Viego,Lux,Seraphine,Senna,True
2691,NA1_4628250419,Yasuo,LeeSin,AurelionSol,MissFortune,Karma,KSante,Viego,Azir,Jinx,Nautilus,False
2692,NA1_4606569535,Fiora,Karthus,Kled,Zeri,Soraka,Malphite,Rammus,Irelia,Veigar,Senna,True
2693,NA1_4614137525,Camille,JarvanIV,Galio,Karthus,Nami,Jax,MonkeyKing,Diana,Jinx,Senna,True
2694,NA1_4626198949,Malphite,Seraphine,Yone,Graves,Sona,MonkeyKing,Nocturne,Azir,Kaisa,Pyke,False
2695,NA1_4615229837,Poppy,XinZhao,AurelionSol,Zeri,Lulu,Rumble,Viego,Karma,Aphelios,Thresh,True
2696,NA1_4626269926,KSante,Udyr,Zed,Draven,Thresh,Garen,Gragas,Sivir,Ahri,Milio,True
2697,NA1_4623627797,Irelia,Hecarim,Rakan,Xayah,Leblanc,Camille,Graves,Rumble,Varus,Morgana,False
2698,NA1_4625130973,Malphite,Kindred,Viktor,Kaisa,Blitzcrank,Gwen,Zed,Ahri,Kalista,Alistar,True
2699,NA1_4628351327,Akali,Vi,Zed,Jinx,Senna,Jax,Rengar,Ahri,Aphelios,Thresh,False
2700,NA1_4623650443,Darius,JarvanIV,Fizz,Aphelios,Senna,Sejuani,XinZhao,Annie,Kaisa,Thresh,False
2701,NA1_4631858728,Mordekaiser,MonkeyKing,Kayn,Xayah,Soraka,Kled,Malphite,Kindred,Draven,Neeko,False
2702,NA1_4628255404,Camille,Kayn,Sylas,Jinx,Thresh,Pantheon,Zac,Yone,Seraphine,Annie,False
2703,NA1_4614953647,Karma,LeeSin,Brand,MissFortune,Bard,Sion,Gragas,Pantheon,Xayah,Rakan,False
2704,NA1_4628929504,Darius,Hecarim,Rumble,Varus,Karma,Jayce,Nidalee,Qiyana,Xayah,Rakan,False
2705,NA1_4629007900,Caitlyn,Taric,Taliyah,Xayah,Rakan,Irelia,MonkeyKing,Sylas,Zeri,Milio,False
2706,NA1_4629862141,Akshan,Taric,Syndra,Ashe,Karma,Draven,Zac,Qiyana,Xayah,Rakan,True
2707,NA1_4618047900,Jayce,Diana,Yasuo,Xayah,Renata,Malphite,Evelynn,Yone,Varus,Neeko,False
2708,NA1_4630775956,Jayce,JarvanIV,Ahri,Varus,Karma,Irelia,Graves,Neeko,Aphelios,Pyke,True
2709,NA1_4626943203,Malphite,LeeSin,Soraka,Aphelios,Swain,Ornn,Kindred,Neeko,Xayah,Rakan,False
2710,NA1_4622280603,Gragas,Graves,Lissandra,Lucian,Taric,Darius,Nunu,Ahri,Vayne,Thresh,True
2711,NA1_4626841898,Malphite,Amumu,Ahri,Jinx,Milio,Sylas,Elise,Renekton,Lucian,Nami,True
2712,NA1_4621033293,Jayce,Taric,Vladimir,Jinx,Rakan,Kennen,MonkeyKing,Sylas,Sivir,Twitch,True
2713,NA1_4618066716,Vladimir,XinZhao,Yone,Caitlyn,Rakan,Gragas,LeeSin,Leblanc,Tristana,Blitzcrank,False
2714,NA1_4617735414,Akali,Sylas,Ahri,Draven,Janna,Urgot,JarvanIV,Leblanc,Xayah,Yuumi,False
2715,NA1_4614453565,Jayce,Taric,Sylas,Aphelios,Annie,Camille,LeeSin,TwistedFate,Jinx,Milio,True
2716,NA1_4613054183,Irelia,LeeSin,Syndra,Aphelios,Thresh,Jayce,Gragas,Zilean,Jinx,TahmKench,False
2717,NA1_4616988201,Ornn,Lillia,Irelia,Aphelios,Bard,Camille,Graves,Akshan,Chogath,Senna,False
2718,NA1_4631334636,KSante,LeeSin,Syndra,Lucian,Nami,Kled,Viego,Leblanc,Zeri,Annie,False
2719,NA1_4619183793,Singed,Zeri,Vladimir,MonkeyKing,Milio,Malphite,Gragas,Kassadin,Varus,Senna,False
2720,NA1_4615134006,Poppy,Graves,Ryze,Jinx,Bard,Jayce,Hecarim,Rumble,Sion,Senna,False
2721,NA1_4631418862,Sejuani,Nidalee,Talon,Kaisa,Pyke,Fiora,Graves,Yasuo,Ezreal,Xerath,True
2722,NA1_4627365964,Jayce,Viego,Leblanc,Aphelios,Thresh,Irelia,Sejuani,Sylas,Jinx,Blitzcrank,True
2723,NA1_4630868638,Draven,Kayn,AurelionSol,Seraphine,Rakan,Kennen,MonkeyKing,Sylas,Jhin,Karma,True
2724,NA1_4629137070,Camille,Graves,Ahri,Draven,Nautilus,Jax,Maokai,Garen,Jinx,Thresh,True
2725,NA1_4627392439,Vladimir,Udyr,Zed,Jinx,Thresh,Jax,FiddleSticks,Irelia,Veigar,Karma,True
2726,NA1_4626821965,Sejuani,Evelynn,Anivia,Aphelios,Thresh,Sion,Karthus,KSante,Xayah,Lulu,False
2727,NA1_4628574158,Teemo,Sylas,Zed,Sivir,Karma,Rengar,Elise,Poppy,Jayce,Ezreal,False
2728,NA1_4630312848,Jayce,Gragas,Zed,Varus,Senna,Jax,MonkeyKing,Diana,Jhin,Rakan,False
2729,NA1_4620527470,Trundle,Gragas,Yasuo,Zeri,Nautilus,Olaf,MasterYi,Veigar,Aphelios,Thresh,False
2730,NA1_4620732503,Garen,Viego,Zeri,Zoe,Nautilus,Jayce,Evelynn,Viktor,Twitch,Heimerdinger,True
2731,NA1_4626460833,Mordekaiser,Graves,Rumble,Draven,Nautilus,Renekton,Viego,Sejuani,Sivir,Alistar,True
2732,NA1_4619057581,Jax,Udyr,Jayce,Karthus,Alistar,Renekton,Khazix,Kennen,Sivir,Zilean,False
2733,NA1_4626292229,Garen,Graves,Annie,Aphelios,Lulu,KSante,Ekko,Akshan,Varus,Nautilus,False
2734,NA1_4623964760,Nilah,Blitzcrank,Orianna,Shyvana,Chogath,Sylas,Malphite,Graves,Caitlyn,Lux,True
2735,NA1_4622678059,Olaf,Kindred,Taliyah,Zeri,Rakan,Poppy,MonkeyKing,Leblanc,Xayah,Annie,True
2736,NA1_4624356784,Volibear,MasterYi,Malphite,Twitch,Pyke,Darius,Viego,Sylas,Seraphine,Senna,True
2737,NA1_4617198900,Malphite,MonkeyKing,Cassiopeia,Zeri,Soraka,Camille,Diana,Yasuo,Jinx,Lulu,False
2738,NA1_4614941149,Jax,Amumu,Yone,Sivir,Nautilus,Gragas,LeeSin,Leblanc,Zeri,Braum,False
2739,NA1_4626413523,Pantheon,Graves,Orianna,Zeri,Blitzcrank,Sion,Ekko,Talon,TahmKench,Senna,False
2740,NA1_4629020658,Pantheon,Rengar,Irelia,Seraphine,Sona,Aatrox,Elise,Zoe,Xayah,Pyke,True
2741,NA1_4615534868,Garen,Sejuani,Sylas,Xayah,Senna,Gnar,LeeSin,Leblanc,Jinx,Velkoz,True
2742,NA1_4616959394,Sion,JarvanIV,Viktor,Draven,Karma,Fiora,Sylas,Xerath,Jhin,Rakan,True
2743,NA1_4615852550,KSante,LeeSin,Vex,Xayah,Blitzcrank,Jayce,Shaco,Talon,Vayne,Rakan,False
2744,NA1_4624623988,Tryndamere,Gragas,Orianna,Tristana,Amumu,Garen,Kindred,Diana,Xayah,Rakan,True
2745,NA1_4613568974,Jayce,Zac,Irelia,Zeri,Soraka,KSante,Hecarim,Zoe,Vayne,Zilean,False
2746,NA1_4630919697,Darius,Ivern,Tristana,Jinx,Thresh,Quinn,Hecarim,Zeri,Syndra,Senna,True
2747,NA1_4628990356,Urgot,Nocturne,Viktor,KogMaw,Milio,KSante,Viego,Vex,Samira,Nautilus,True
2748,NA1_4631300715,Irelia,Nautilus,Rumble,Samira,Amumu,Kled,Karthus,Swain,Xayah,Rakan,False
2749,NA1_4628832094,Renekton,Udyr,Twitch,Draven,Thresh,Malphite,Hecarim,Zed,Karthus,Soraka,True
2750,NA1_4613586502,Teemo,Hecarim,Ziggs,Kaisa,Nautilus,Sion,XinZhao,Akali,Xayah,Pyke,True
2751,NA1_4616888017,KSante,Nidalee,Qiyana,Jinx,Soraka,Pantheon,Evelynn,XinZhao,Nilah,Nautilus,True
2752,NA1_4630070009,Jax,Gragas,Ahri,Jinx,Janna,Olaf,Kindred,FiddleSticks,Xayah,Pyke,False
2753,NA1_4615231077,Gwen,Kayn,Jayce,Zeri,Blitzcrank,Irelia,Belveth,Galio,Ashe,Bard,False
2754,NA1_4628931359,KSante,Elise,Diana,Ezreal,Rakan,Yasuo,Gragas,Talon,Kaisa,Amumu,False
2755,NA1_4629674458,Malphite,Karthus,Ryze,Xayah,Karma,KSante,Nocturne,Galio,Caitlyn,Heimerdinger,False
2756,NA1_4611736523,Yone,Karthus,Tristana,Xayah,Rakan,Kayle,JarvanIV,Viktor,Kalista,Renata,False
2757,NA1_4627761326,Sejuani,MasterYi,Leblanc,Varus,Thresh,Malphite,Graves,Akali,Zeri,Braum,True
2758,NA1_4630006667,KSante,Khazix,Viktor,Aphelios,Thresh,Garen,Ivern,Rumble,Zeri,Taric,False
2759,NA1_4631063527,Garen,Taric,Diana,Tristana,Karma,Shen,LeeSin,Cassiopeia,Lucian,Nami,False
2760,NA1_4620028534,Gnar,LeeSin,Malzahar,Sivir,Lulu,KSante,Evelynn,Zoe,Aphelios,Soraka,False
2761,NA1_4632089342,Kennen,Graves,Galio,Jhin,Milio,Teemo,Viego,Leblanc,Jinx,Sona,False
2762,NA1_4623459664,Garen,MasterYi,Tristana,Ezreal,Nautilus,Malphite,Belveth,Anivia,Xayah,Rakan,False
2763,NA1_4625044221,Darius,Graves,Leblanc,Chogath,Senna,Rakan,Karthus,Katarina,Xayah,Fiora,True
2764,NA1_4621851006,Katarina,Viego,Nasus,Zeri,Yuumi,Karthus,KSante,Kaisa,Talon,Milio,True
2765,NA1_4624628496,Aatrox,Hecarim,Cassiopeia,Vayne,Rakan,Sett,Khazix,Viktor,Zeri,Galio,True
2766,NA1_4619511615,Garen,Viego,Singed,Ezreal,Bard,KSante,FiddleSticks,LeeSin,Jinx,Taliyah,True
2767,NA1_4629884286,Rengar,MonkeyKing,Rakan,Twitch,Ahri,Malphite,Kindred,Syndra,Ashe,Milio,True
2768,NA1_4623826836,Tryndamere,Gragas,Talon,Jinx,Thresh,Olaf,Viego,Lux,Seraphine,Nautilus,True
