,0
1248,NA1_4629895288
1249,NA1_4630494577
1250,NA1_4629810392
1251,NA1_4620642744
1252,NA1_4620014509
1253,NA1_4623664750
1254,NA1_4627321740
1255,NA1_4629483212
1256,NA1_4615180894
1257,NA1_4615545809
1258,NA1_4622633157
1259,NA1_4631593859
1260,NA1_4621354869
1261,NA1_4625853937
1262,NA1_4626440128
1263,NA1_4618105919
1264,NA1_4618387610
1265,NA1_4630157168
1266,NA1_4615066619
1267,NA1_4615818838
1268,NA1_4626914066
1269,NA1_4624807609
1270,NA1_4631529265
1271,NA1_4621887819
1272,NA1_4618500001
1273,NA1_4619418925
1274,NA1_4626984411
1275,NA1_4620340861
1276,NA1_4626492099
1277,NA1_4615095887
1278,NA1_4617050872
1279,NA1_4627690416
1280,NA1_4630332434
1281,NA1_4617498956
1282,NA1_4623418447
1283,NA1_4628764308
1284,NA1_4630576942
1285,NA1_4626580636
1286,NA1_4624781632
1287,NA1_4618202818
1288,NA1_4631475195
1289,NA1_4629811427
1290,NA1_4622356055
1291,NA1_4631363294
1292,NA1_4620687514
1293,NA1_4632234025
1294,NA1_4624429898
1295,NA1_4622632305
1296,NA1_4629382231
1297,NA1_4623285794
1298,NA1_4622372102
1299,NA1_4613683691
1300,NA1_4616405655
1301,NA1_4612085783
1302,NA1_4611977806
1303,NA1_4630225234
1304,NA1_4620128736
1305,NA1_4617227839
1306,NA1_4623607272
1307,NA1_4617128192
1308,NA1_4626721488
1309,NA1_4628266035
1310,NA1_4620908381
1311,NA1_4624102859
1312,NA1_4626857443
1313,NA1_4625249005
1314,NA1_4618708739
1315,NA1_4610689019
1316,NA1_4627799504
1317,NA1_4629003848
1318,NA1_4628191907
1319,NA1_4614053312
1320,NA1_4625910405
1321,NA1_4630350598
1322,NA1_4630684235
1323,NA1_4629737694
1324,NA1_4614836315
1325,NA1_4628490995
1326,NA1_4625527274
1327,NA1_4622303396
1328,NA1_4622257342
1329,NA1_4628293292
1330,NA1_4629359690
1331,NA1_4621924365
1332,NA1_4619693999
1333,NA1_4626410935
1334,NA1_4619545054
1335,NA1_4627189498
1336,NA1_4619703363
1337,NA1_4623629447
1338,NA1_4619778199
1339,NA1_4612426807
1340,NA1_4616260409
1341,NA1_4611284726
1342,NA1_4620516207
1343,NA1_4615244528
1344,NA1_4630912965
1345,NA1_4622237183
1346,NA1_4627141211
1347,NA1_4621931728
1348,NA1_4631226155
1349,NA1_4629684886
1350,NA1_4613368178
1351,NA1_4627354306
1352,NA1_4631297682
1353,NA1_4616931977
1354,NA1_4621942094
1355,NA1_4627504418
1356,NA1_4631070513
1357,NA1_4630293457
1358,NA1_4628856337
1359,NA1_4620168918
1360,NA1_4626909804
1361,NA1_4630631132
1362,NA1_4632066365
1363,NA1_4613776867
1364,NA1_4616882227
1365,NA1_4631021442
1366,NA1_4616061549
1367,NA1_4628420289
1368,NA1_4631224331
1369,NA1_4627420363
1370,NA1_4620506436
1371,NA1_4630085867
1372,NA1_4619351214
1373,NA1_4629835420
1374,NA1_4620170028
1375,NA1_4616768567
1376,NA1_4620797280
1377,NA1_4614063252
1378,NA1_4620039367
1379,NA1_4628376074
1380,NA1_4630900639
1381,NA1_4616266732
1382,NA1_4618796021
1383,NA1_4625607735
1384,NA1_4616928509
1385,NA1_4616166230
1386,NA1_4622748220
1387,NA1_4630014504
1388,NA1_4622475697
1389,NA1_4629803718
1390,NA1_4610334069
1391,NA1_4622835316
1392,NA1_4632177952
1393,NA1_4623895629
1394,NA1_4627928998
1395,NA1_4627623812
1396,NA1_4629920277
1397,NA1_4619666896
1398,NA1_4628927510
1399,NA1_4615242834
1400,NA1_4623113363
1401,NA1_4616175171
1402,NA1_4623835464
1403,NA1_4626101598
1404,NA1_4620685431
1405,NA1_4628383280
1406,NA1_4628944291
1407,NA1_4624671126
1408,NA1_4628903858
1409,NA1_4631799289
1410,NA1_4629172539
1411,NA1_4631478542
1412,NA1_4612890802
1413,NA1_4618986956
1414,NA1_4618958409
1415,NA1_4628947494
1416,NA1_4628417084
1417,NA1_4621372371
1418,NA1_4631315268
1419,NA1_4622862456
1420,NA1_4631411534
1421,NA1_4628828159
1422,NA1_4627944095
1423,NA1_4630146321
1424,NA1_4630026677
1425,NA1_4615998297
1426,NA1_4621216100
1427,NA1_4631271519
1428,NA1_4627557695
1429,NA1_4617929381
1430,NA1_4621427899
1431,NA1_4629625669
1432,NA1_4616757280
1433,NA1_4629037826
1434,NA1_4632201520
1435,NA1_4621620686
1436,NA1_4627688750
1437,NA1_4623087405
1438,NA1_4628121767
1439,NA1_4616740432
1440,NA1_4631470139
1441,NA1_4627265937
1442,NA1_4624039045
1443,NA1_4630351306
1444,NA1_4626626035
1445,NA1_4626612065
1446,NA1_4630117691
1447,NA1_4608982564
1448,NA1_4615473853
1449,NA1_4622400954
1450,NA1_4624989982
1451,NA1_4618340599
1452,NA1_4626334844
1453,NA1_4629444385
1454,NA1_4627965087
1455,NA1_4617993192
1456,NA1_4629703248
1457,NA1_4620277540
1458,NA1_4623252578
1459,NA1_4622576163
1460,NA1_4620999923
1461,NA1_4617069860
1462,NA1_4630468403
1463,NA1_4620996614
1464,NA1_4631053418
1465,NA1_4622034507
1466,NA1_4617356323
1467,NA1_4620283772
1468,NA1_4631599071
1469,NA1_4628105152
1470,NA1_4613669878
1471,NA1_4619537038
1472,NA1_4620625537
1473,NA1_4618032308
1474,NA1_4621857269
1475,NA1_4615680101
1476,NA1_4630564661
1477,NA1_4622656116
1478,NA1_4618389402
1479,NA1_4631825302
1480,NA1_4628706515
1481,NA1_4631613077
1482,NA1_4618673934
1483,NA1_4611673627
1484,NA1_4632286712
1485,NA1_4632262231
1486,NA1_4622374778
1487,NA1_4614531648
1488,NA1_4625368889
1489,NA1_4626207110
1490,NA1_4630000427
1491,NA1_4613385601
1492,NA1_4631287825
1493,NA1_4631712254
1494,NA1_4629415362
1495,NA1_4629856362
1496,NA1_4628003488
1497,NA1_4626868623
1498,NA1_4631933309
1499,NA1_4631664814
1500,NA1_4623932131
1501,NA1_4625002439
1502,NA1_4631036658
1503,NA1_4623457161
1504,NA1_4628143325
1505,NA1_4627431246
1506,NA1_4631886096
1507,NA1_4620348616
1508,NA1_4629857840
1509,NA1_4624369851
1510,NA1_4616928908
1511,NA1_4628826705
1512,NA1_4630429486
1513,NA1_4607155355
1514,NA1_4617723539
1515,NA1_4622851082
1516,NA1_4626601867
1517,NA1_4621390164
1518,NA1_4630547254
1519,NA1_4626121557
1520,NA1_4626481538
1521,NA1_4625481689
1522,NA1_4627945745
1523,NA1_4623820570
1524,NA1_4607102275
1525,NA1_4632235631
1526,NA1_4619764389
1527,NA1_4621621024
1528,NA1_4625644417
1529,NA1_4621530210
1530,NA1_4627724540
1531,NA1_4618198756
1532,NA1_4631261832
1533,NA1_4622789996
1534,NA1_4628598177
1535,NA1_4622627207
1536,NA1_4620620066
1537,NA1_4623765494
1538,NA1_4630806134
1539,NA1_4619517594
1540,NA1_4623874797
1541,NA1_4622240180
1542,NA1_4623521465
1543,NA1_4622344121
1544,NA1_4619539326
1545,NA1_4631917178
1546,NA1_4615296365
1547,NA1_4631164834
1548,NA1_4621815251
1549,NA1_4624430503
1550,NA1_4627735594
1551,NA1_4616355747
1552,NA1_4618579068
1553,NA1_4625035410
1554,NA1_4629687599
1555,NA1_4631011389
1556,NA1_4617423632
1557,NA1_4615334027
1558,NA1_4630665280
1559,NA1_4619963732
1560,NA1_4618245597
1561,NA1_4616093053
1562,NA1_4620493635
1563,NA1_4626925285
1564,NA1_4627528770
1565,NA1_4626895011
1566,NA1_4631026794
1567,NA1_4617254761
1568,NA1_4612031912
1569,NA1_4629467936
1570,NA1_4627140545
1571,NA1_4610291018
1572,NA1_4629129567
1573,NA1_4625442875
1574,NA1_4628953545
1575,NA1_4622655414
1576,NA1_4615188142
1577,NA1_4627008149
1578,NA1_4616725509
1579,NA1_4629055451
1580,NA1_4628051811
1581,NA1_4616822019
1582,NA1_4629345705
1583,NA1_4630908556
1584,NA1_4628405594
1585,NA1_4619127590
1586,NA1_4624388971
1587,NA1_4625495273
1588,NA1_4610631610
1589,NA1_4622011168
1590,NA1_4629722701
1591,NA1_4630563457
1592,NA1_4628577529
1593,NA1_4615317352
1594,NA1_4627946842
1595,NA1_4628867587
1596,NA1_4630794502
1597,NA1_4630186234
1598,NA1_4620530536
1599,NA1_4630494009
1600,NA1_4607458771
1601,NA1_4618783057
1602,NA1_4623892156
1603,NA1_4630087574
1604,NA1_4620958548
1605,NA1_4630638728
1606,NA1_4630009545
1607,NA1_4615806346
1608,NA1_4626467234
1609,NA1_4630939478
1610,NA1_4632282398
1611,NA1_4629126200
1612,NA1_4611900969
1613,NA1_4631498676
1614,NA1_4620058002
1615,NA1_4618574703
1616,NA1_4631566754
1617,NA1_4626547969
1618,NA1_4626463856
1619,NA1_4615818565
1620,NA1_4622700973
1621,NA1_4613056726
1622,NA1_4626376444
1623,NA1_4622307220
1624,NA1_4628719957
1625,NA1_4626339984
1626,NA1_4629706488
1627,NA1_4607213035
1628,NA1_4613013192
1629,NA1_4632118434
1630,NA1_4620491305
1631,NA1_4627620106
1632,NA1_4619273074
1633,NA1_4622707573
1634,NA1_4616728957
1635,NA1_4624449661
1636,NA1_4620878782
1637,NA1_4630345875
1638,NA1_4628163977
1639,NA1_4625073015
1640,NA1_4626094592
1641,NA1_4627047119
1642,NA1_4623131542
1643,NA1_4606160931
1644,NA1_4618293581
1645,NA1_4627230757
1646,NA1_4617136096
1647,NA1_4626406520
1648,NA1_4632165370
1649,NA1_4623707034
1650,NA1_4629004676
1651,NA1_4620920133
1652,NA1_4632201257
1653,NA1_4621770939
1654,NA1_4620426773
1655,NA1_4629727310
1656,NA1_4617887848
1657,NA1_4623293507
1658,NA1_4628818584
1659,NA1_4614359587
1660,NA1_4632115311
1661,NA1_4628905262
1662,NA1_4623510468
1663,NA1_4629212141
1664,NA1_4615663110
1665,NA1_4631442089
1666,NA1_4631823508
1667,NA1_4629939884
1668,NA1_4626792379
1669,NA1_4621966208
1670,NA1_4628307349
1671,NA1_4628864082
1672,NA1_4627628958
1673,NA1_4631600415
1674,NA1_4622803012
1675,NA1_4623461160
1676,NA1_4629440149
1677,NA1_4626077061
1678,NA1_4630376752
1679,NA1_4630815872
1680,NA1_4630962545
1681,NA1_4623479428
1682,NA1_4627163712
1683,NA1_4631314509
1684,NA1_4629930049
1685,NA1_4630217995
1686,NA1_4627881498
1687,NA1_4613851387
1688,NA1_4614865613
1689,NA1_4619500844
1690,NA1_4617091548
1691,NA1_4623715028
1692,NA1_4622523604
1693,NA1_4631669162
1694,NA1_4615254223
1695,NA1_4623822864
1696,NA1_4629029678
1697,NA1_4630850435
1698,NA1_4624633341
1699,NA1_4627335303
1700,NA1_4627302959
1701,NA1_4621206106
1702,NA1_4622570047
1703,NA1_4623506195
1704,NA1_4630185697
1705,NA1_4630065149
1706,NA1_4609050161
1707,NA1_4631036873
1708,NA1_4617898572
1709,NA1_4624009735
1710,NA1_4628975577
1711,NA1_4619507019
1712,NA1_4614530983
1713,NA1_4630990774
1714,NA1_4632275840
1715,NA1_4627656323
1716,NA1_4625653150
1717,NA1_4631379116
1718,NA1_4623280047
1719,NA1_4606811242
1720,NA1_4620685524
1721,NA1_4614307229
1722,NA1_4615157894
1723,NA1_4618401884
1724,NA1_4620022447
1725,NA1_4623213512
1726,NA1_4622060448
1727,NA1_4626637794
1728,NA1_4627546196
1729,NA1_4631644164
1730,NA1_4614595164
1731,NA1_4631770833
1732,NA1_4616874613
1733,NA1_4626780493
1734,NA1_4624055464
1735,NA1_4614265018
1736,NA1_4618180164
1737,NA1_4630812653
1738,NA1_4616086027
1739,NA1_4616962496
1740,NA1_4626309400
1741,NA1_4628019527
1742,NA1_4616965795
1743,NA1_4613441664
1744,NA1_4617318736
1745,NA1_4628024726
1746,NA1_4616938252
1747,NA1_4630767018
1748,NA1_4616244146
1749,NA1_4627602876
1750,NA1_4630580451
1751,NA1_4615224725
1752,NA1_4618135622
1753,NA1_4610740068
1754,NA1_4626367246
1755,NA1_4628672901
1756,NA1_4632166736
1757,NA1_4620242290
1758,NA1_4628783898
1759,NA1_4629682177
1760,NA1_4629240005
1761,NA1_4630478610
1762,NA1_4631020167
1763,NA1_4630613553
1764,NA1_4606625116
1765,NA1_4620594925
1766,NA1_4632134916
1767,NA1_4630134614
1768,NA1_4618002987
1769,NA1_4621025673
1770,NA1_4628163211
1771,NA1_4627492976
1772,NA1_4617043169
1773,NA1_4620111106
1774,NA1_4628803056
1775,NA1_4627622079
1776,NA1_4628437800
1777,NA1_4626955205
1778,NA1_4618075940
1779,NA1_4629069911
1780,NA1_4623010589
1781,NA1_4622094666
1782,NA1_4629732137
1783,NA1_4632227013
1784,NA1_4628612735
1785,NA1_4616950710
1786,NA1_4625710078
1787,NA1_4620070493
1788,NA1_4624599097
1789,NA1_4631582946
1790,NA1_4629194647
1791,NA1_4623801773
1792,NA1_4619980419
1793,NA1_4616535489
1794,NA1_4630935263
1795,NA1_4619985473
1796,NA1_4627451249
1797,NA1_4626456609
1798,NA1_4618805721
1799,NA1_4618838154
1800,NA1_4616516570
1801,NA1_4624288835
1802,NA1_4631374671
1803,NA1_4617072255
1804,NA1_4631542865
1805,NA1_4628509119
1806,NA1_4619021729
1807,NA1_4618599546
1808,NA1_4631183380
1809,NA1_4620960555
1810,NA1_4624395893
1811,NA1_4630079736
1812,NA1_4629808619
1813,NA1_4622954186
1814,NA1_4627385485
1815,NA1_4628497520
1816,NA1_4619544525
1817,NA1_4630901214
1818,NA1_4628186760
1819,NA1_4625418614
1820,NA1_4619718823
1821,NA1_4618118915
1822,NA1_4616224734
1823,NA1_4627768103
1824,NA1_4624646672
1825,NA1_4615196706
1826,NA1_4632254842
1827,NA1_4630105324
1828,NA1_4619620975
1829,NA1_4623312462
1830,NA1_4626926932
1831,NA1_4621864730
1832,NA1_4631894451
1833,NA1_4627636948
1834,NA1_4626170291
1835,NA1_4627229659
1836,NA1_4623714621
1837,NA1_4628045205
1838,NA1_4629913100
1839,NA1_4627418398
1840,NA1_4631199787
1841,NA1_4627036508
1842,NA1_4620192683
1843,NA1_4628747076
1844,NA1_4616969937
1845,NA1_4629985491
1846,NA1_4620091551
1847,NA1_4618474380
1848,NA1_4614713437
1849,NA1_4629896282
1850,NA1_4618247653
1851,NA1_4628507926
1852,NA1_4624448174
1853,NA1_4627054560
1854,NA1_4625770905
1855,NA1_4629031091
1856,NA1_4619886445
1857,NA1_4619633086
1858,NA1_4621295630
1859,NA1_4631129093
1860,NA1_4620806892
1861,NA1_4630644673
1862,NA1_4629200021
1863,NA1_4627616022
1864,NA1_4623085529
1865,NA1_4628266310
1866,NA1_4627008231
1867,NA1_4623745863
1868,NA1_4626855981
1869,NA1_4630569750
1870,NA1_4624886299
1871,NA1_4614996051
1872,NA1_4609279870
1873,NA1_4631324030
1874,NA1_4627399750
1875,NA1_4628853802
1876,NA1_4627719191
1877,NA1_4629937582
1878,NA1_4619684456
1879,NA1_4630511076
1880,NA1_4627920330
1881,NA1_4628816391
1882,NA1_4619424095
1883,NA1_4631561261
1884,NA1_4629759183
1885,NA1_4627992634
1886,NA1_4613405914
1887,NA1_4622593072
1888,NA1_4629176185
1889,NA1_4620924099
1890,NA1_4610278844
1891,NA1_4630266876
1892,NA1_4627762183
1893,NA1_4623974745
1894,NA1_4628419035
1895,NA1_4626511401
1896,NA1_4618852964
1897,NA1_4631303344
1898,NA1_4611617124
1899,NA1_4625090230
1900,NA1_4624839584
1901,NA1_4626700550
1902,NA1_4621642685
1903,NA1_4616009537
1904,NA1_4617189831
1905,NA1_4628566261
1906,NA1_4621921929
1907,NA1_4614390005
1908,NA1_4626889686
1909,NA1_4631414821
1910,NA1_4628839690
1911,NA1_4631805017
1912,NA1_4625420876
1913,NA1_4620932163
1914,NA1_4623466545
1915,NA1_4617760988
1916,NA1_4623236380
1917,NA1_4628075302
1918,NA1_4630942696
1919,NA1_4623667901
1920,NA1_4626999020
1921,NA1_4603949721
1922,NA1_4614294746
1923,NA1_4613549849
1924,NA1_4620674935
1925,NA1_4627466183
1926,NA1_4630028809
1927,NA1_4624019523
1928,NA1_4629881181
1929,NA1_4619148588
1930,NA1_4627022970
1931,NA1_4622134259
1932,NA1_4631837923
1933,NA1_4617633147
1934,NA1_4614580629
1935,NA1_4616537074
1936,NA1_4625889708
1937,NA1_4627612226
1938,NA1_4621979871
1939,NA1_4626827771
1940,NA1_4608349628
1941,NA1_4620510725
1942,NA1_4615234778
1943,NA1_4626734413
1944,NA1_4620782372
1945,NA1_4628084498
1946,NA1_4621986107
1947,NA1_4630561853
1948,NA1_4629452980
1949,NA1_4629271809
1950,NA1_4623824214
1951,NA1_4630418832
1952,NA1_4620597593
1953,NA1_4628270478
1954,NA1_4613793512
1955,NA1_4630881492
1956,NA1_4618645505
1957,NA1_4619957848
1958,NA1_4617597332
1959,NA1_4629634337
1960,NA1_4626027640
1961,NA1_4615125645
1962,NA1_4614795964
1963,NA1_4622599618
1964,NA1_4618215935
1965,NA1_4629557307
1966,NA1_4610852696
1967,NA1_4616769685
1968,NA1_4627301282
1969,NA1_4623012550
1970,NA1_4624488785
1971,NA1_4631871423
1972,NA1_4626397823
1973,NA1_4607391466
1974,NA1_4629388414
1975,NA1_4623591165
1976,NA1_4622688880
1977,NA1_4629721278
1978,NA1_4626995761
1979,NA1_4628920349
1980,NA1_4626781139
1981,NA1_4629842154
1982,NA1_4630920041
1983,NA1_4620932928
1984,NA1_4627189538
1985,NA1_4626777897
1986,NA1_4611597324
1987,NA1_4619539379
1988,NA1_4615881082
1989,NA1_4614739840
1990,NA1_4626871854
1991,NA1_4627338875
1992,NA1_4630694865
1993,NA1_4625674068
1994,NA1_4629397374
1995,NA1_4632296757
1996,NA1_4629471415
1997,NA1_4624555398
1998,NA1_4626527556
1999,NA1_4630190429
2000,NA1_4628536709
2001,NA1_4630479434
2002,NA1_4628843202
2003,NA1_4629860108
2004,NA1_4627046276
2005,NA1_4620879245
2006,NA1_4622586449
2007,NA1_4631490688
2008,NA1_4620570336
2009,NA1_4631805575
2010,NA1_4627640664
2011,NA1_4619318923
2012,NA1_4629888547
2013,NA1_4607371795
2014,NA1_4627897259
2015,NA1_4621910198
2016,NA1_4629515625
2017,NA1_4628738984
2018,NA1_4632107887
2019,NA1_4622354936
2020,NA1_4630644533
2021,NA1_4626737643
2022,NA1_4626864043
2023,NA1_4624152241
2024,NA1_4625282035
2025,NA1_4613018400
2026,NA1_4631530478
2027,NA1_4629308421
2028,NA1_4629760267
2029,NA1_4619481324
2030,NA1_4619573634
2031,NA1_4628495346
2032,NA1_4631378951
2033,NA1_4628256014
2034,NA1_4614726389
2035,NA1_4615359578
2036,NA1_4623999165
2037,NA1_4614332730
2038,NA1_4631657767
2039,NA1_4631922657
2040,NA1_4623573235
2041,NA1_4629701057
2042,NA1_4620503756
2043,NA1_4629317119
2044,NA1_4625269853
2045,NA1_4626371237
2046,NA1_4623926829
2047,NA1_4628524612
2048,NA1_4629338305
2049,NA1_4628901818
2050,NA1_4619587845
2051,NA1_4617797726
2052,NA1_4628682508
2053,NA1_4630659962
2054,NA1_4611426137
2055,NA1_4629288000
2056,NA1_4629838185
2057,NA1_4626060046
2058,NA1_4614814116
2059,NA1_4630041052
2060,NA1_4606376387
2061,NA1_4629372174
2062,NA1_4627855542
2063,NA1_4607189060
2064,NA1_4616892603
2065,NA1_4631426597
2066,NA1_4620241237
2067,NA1_4631415253
2068,NA1_4628830823
2069,NA1_4630209313
2070,NA1_4611524431
2071,NA1_4618853601
2072,NA1_4606292275
2073,NA1_4629885338
2074,NA1_4618232170
2075,NA1_4629825904
2076,NA1_4629698432
2077,NA1_4628478785
2078,NA1_4632162783
2079,NA1_4621374792
2080,NA1_4623531183
2081,NA1_4631221339
2082,NA1_4625250230
2083,NA1_4630645180
2084,NA1_4607407403
2085,NA1_4614234678
2086,NA1_4616054227
2087,NA1_4616790842
2088,NA1_4616894135
2089,NA1_4625288309
2090,NA1_4619758314
2091,NA1_4628801592
2092,NA1_4622661742
2093,NA1_4620436526
2094,NA1_4632297074
2095,NA1_4613993515
2096,NA1_4629685651
2097,NA1_4626668017
2098,NA1_4629755278
2099,NA1_4629396341
2100,NA1_4611862522
2101,NA1_4618268747
2102,NA1_4626392089
2103,NA1_4613503331
2104,NA1_4613079920
2105,NA1_4617309560
2106,NA1_4616193698
2107,NA1_4631154600
2108,NA1_4627983051
2109,NA1_4631472237
2110,NA1_4627015458
2111,NA1_4619921709
2112,NA1_4628304033
2113,NA1_4616725237
2114,NA1_4629869142
2115,NA1_4620000683
2116,NA1_4632009242
2117,NA1_4628331973
2118,NA1_4615236395
2119,NA1_4627425737
2120,NA1_4627165061
2121,NA1_4619941193
2122,NA1_4627236255
2123,NA1_4626919487
2124,NA1_4617261655
2125,NA1_4631425865
2126,NA1_4627308148
2127,NA1_4610226409
2128,NA1_4622192752
2129,NA1_4628868213
2130,NA1_4622235420
2131,NA1_4618062170
2132,NA1_4630352421
2133,NA1_4620261751
2134,NA1_4620088445
2135,NA1_4628900135
2136,NA1_4628989476
2137,NA1_4621022955
2138,NA1_4631678903
2139,NA1_4620652035
2140,NA1_4626866129
2141,NA1_4629868898
2142,NA1_4631826262
2143,NA1_4630610763
2144,NA1_4618534362
2145,NA1_4623058269
2146,NA1_4630724333
2147,NA1_4627393377
2148,NA1_4631479930
2149,NA1_4630582031
2150,NA1_4623736991
2151,NA1_4629670057
2152,NA1_4617159244
2153,NA1_4629696825
2154,NA1_4622689762
2155,NA1_4629009929
2156,NA1_4623860757
2157,NA1_4630286145
2158,NA1_4629635391
2159,NA1_4631174795
2160,NA1_4629801113
2161,NA1_4627645171
2162,NA1_4631860074
2163,NA1_4626064571
2164,NA1_4626298108
2165,NA1_4628177138
2166,NA1_4628208817
2167,NA1_4625025034
2168,NA1_4624169901
2169,NA1_4615197646
2170,NA1_4622216300
2171,NA1_4619855356
2172,NA1_4628537245
2173,NA1_4620661983
2174,NA1_4631401358
2175,NA1_4617931733
2176,NA1_4622882176
2177,NA1_4630586762
2178,NA1_4628547458
2179,NA1_4631878365
2180,NA1_4622751198
2181,NA1_4625591248
2182,NA1_4618933343
2183,NA1_4627320637
2184,NA1_4617059385
2185,NA1_4628786557
2186,NA1_4626559261
2187,NA1_4628056082
2188,NA1_4616059923
2189,NA1_4623225765
2190,NA1_4628251706
2191,NA1_4625787102
2192,NA1_4613575386
2193,NA1_4619319541
2194,NA1_4628108636
2195,NA1_4622633785
2196,NA1_4613144830
2197,NA1_4626878296
2198,NA1_4631164038
2199,NA1_4623618735
2200,NA1_4622663271
2201,NA1_4631426111
2202,NA1_4630859242
2203,NA1_4630863895
2204,NA1_4626155442
2205,NA1_4630622661
2206,NA1_4622312294
2207,NA1_4621886971
2208,NA1_4616992806
2209,NA1_4631548331
2210,NA1_4621978489
2211,NA1_4619010990
2212,NA1_4618572515
2213,NA1_4617301372
2214,NA1_4609254083
2215,NA1_4620729858
2216,NA1_4604006876
2217,NA1_4614660807
2218,NA1_4613741139
2219,NA1_4623626341
2220,NA1_4617026385
2221,NA1_4629965990
2222,NA1_4620222201
2223,NA1_4617581919
2224,NA1_4629061333
2225,NA1_4610616032
2226,NA1_4622083524
2227,NA1_4624146717
2228,NA1_4620904154
2229,NA1_4606560453
2230,NA1_4616442484
2231,NA1_4630111026
2232,NA1_4631153486
2233,NA1_4630251604
2234,NA1_4628017765
2235,NA1_4629107287
2236,NA1_4629203732
2237,NA1_4628441460
2238,NA1_4623042295
2239,NA1_4617588259
2240,NA1_4623179950
2241,NA1_4624101120
2242,NA1_4629720872
2243,NA1_4621937043
2244,NA1_4631054612
2245,NA1_4628882458
2246,NA1_4618561035
2247,NA1_4622701083
2248,NA1_4632149212
2249,NA1_4626657376
2250,NA1_4610876698
2251,NA1_4630928449
2252,NA1_4627627884
2253,NA1_4614888192
2254,NA1_4622070852
2255,NA1_4629731951
2256,NA1_4623311631
2257,NA1_4621690967
2258,NA1_4627597748
2259,NA1_4629252599
2260,NA1_4626810318
2261,NA1_4616035845
2262,NA1_4630853059
2263,NA1_4627693788
2264,NA1_4627369957
2265,NA1_4630729384
2266,NA1_4618578823
2267,NA1_4615065178
2268,NA1_4607225748
2269,NA1_4624509137
2270,NA1_4628489375
2271,NA1_4605729674
2272,NA1_4618033534
2273,NA1_4627665998
2274,NA1_4628019111
2275,NA1_4610590983
2276,NA1_4626924540
2277,NA1_4619909023
2278,NA1_4621070052
2279,NA1_4631670673
2280,NA1_4618499938
2281,NA1_4629907922
2282,NA1_4621445642
2283,NA1_4617297221
2284,NA1_4623788934
2285,NA1_4627016328
2286,NA1_4629533483
2287,NA1_4623575586
2288,NA1_4613005626
2289,NA1_4622033750
2290,NA1_4622900096
2291,NA1_4631724651
2292,NA1_4628302501
2293,NA1_4620668614
2294,NA1_4607423163
2295,NA1_4624138639
2296,NA1_4629530907
2297,NA1_4622982466
2298,NA1_4626557859
2299,NA1_4617989418
2300,NA1_4621267919
2301,NA1_4621917099
2302,NA1_4628912823
2303,NA1_4625698457
2304,NA1_4606264680
2305,NA1_4622736609
2306,NA1_4628189068
2307,NA1_4619150320
2308,NA1_4631242970
2309,NA1_4612355582
2310,NA1_4629019131
2311,NA1_4631142259
2312,NA1_4630375052
2313,NA1_4631253671
2314,NA1_4606341969
2315,NA1_4618283185
2316,NA1_4631784019
2317,NA1_4621783833
2318,NA1_4630849229
2319,NA1_4631513386
2320,NA1_4625231945
2321,NA1_4623330536
2322,NA1_4620880212
2323,NA1_4619750238
2324,NA1_4627044255
2325,NA1_4623092088
2326,NA1_4617098304
2327,NA1_4620892306
2328,NA1_4623659299
2329,NA1_4622348417
2330,NA1_4628555577
2331,NA1_4619281431
2332,NA1_4626194054
2333,NA1_4613803771
2334,NA1_4623616007
2335,NA1_4629114430
2336,NA1_4616009210
2337,NA1_4624625922
2338,NA1_4621147325
2339,NA1_4619391060
2340,NA1_4622723890
2341,NA1_4629824544
2342,NA1_4607388988
2343,NA1_4629299852
2344,NA1_4630922190
2345,NA1_4631623086
2346,NA1_4621182362
2347,NA1_4631737929
2348,NA1_4625363822
2349,NA1_4621423232
2350,NA1_4623315123
2351,NA1_4620665547
2352,NA1_4628856619
2353,NA1_4621195252
2354,NA1_4625475560
2355,NA1_4629129989
2356,NA1_4622120754
2357,NA1_4615215819
2358,NA1_4624701538
2359,NA1_4627434880
2360,NA1_4620038734
2361,NA1_4627993154
2362,NA1_4627976021
2363,NA1_4627750698
2364,NA1_4629510312
2365,NA1_4629305728
2366,NA1_4629220550
2367,NA1_4622413904
2368,NA1_4630882781
2369,NA1_4630953434
2370,NA1_4626334802
2371,NA1_4629040508
2372,NA1_4629794326
2373,NA1_4631099404
2374,NA1_4615068364
2375,NA1_4628657036
2376,NA1_4626535862
2377,NA1_4628636291
2378,NA1_4624288093
2379,NA1_4620408601
2380,NA1_4629029443
2381,NA1_4630393774
2382,NA1_4630334359
2383,NA1_4629781656
2384,NA1_4614838867
2385,NA1_4628986391
2386,NA1_4620062347
2387,NA1_4606358144
2388,NA1_4625174536
2389,NA1_4632231774
2390,NA1_4625993673
2391,NA1_4625533483
2392,NA1_4625329866
2393,NA1_4620214844
2394,NA1_4630378658
2395,NA1_4617927456
2396,NA1_4609924905
2397,NA1_4616695742
2398,NA1_4627404107
2399,NA1_4614466747
2400,NA1_4628965728
2401,NA1_4628844040
2402,NA1_4629839561
2403,NA1_4628792950
2404,NA1_4629220429
2405,NA1_4630955695
2406,NA1_4621834762
2407,NA1_4629071044
2408,NA1_4621043872
2409,NA1_4630222664
2410,NA1_4626843552
2411,NA1_4626708410
2412,NA1_4630205894
2413,NA1_4618161456
