,0
2414,NA1_4629572331
2415,NA1_4626960557
2416,NA1_4629842590
2417,NA1_4631890820
2418,NA1_4622904272
2419,NA1_4627746782
2420,NA1_4629095246
2421,NA1_4614874089
2422,NA1_4619589156
2423,NA1_4628659071
2424,NA1_4605346990
2425,NA1_4627508228
2426,NA1_4626972086
2427,NA1_4628119446
2428,NA1_4617249477
2429,NA1_4630399674
2430,NA1_4624132024
2431,NA1_4627511456
2432,NA1_4624265783
2433,NA1_4631511025
2434,NA1_4622958670
2435,NA1_4616454914
2436,NA1_4628435836
2437,NA1_4626388686
2438,NA1_4628438208
2439,NA1_4623693025
2440,NA1_4630440922
2441,NA1_4618077697
2442,NA1_4618615514
2443,NA1_4621945633
2444,NA1_4622722713
2445,NA1_4630504424
2446,NA1_4629718032
2447,NA1_4631902664
2448,NA1_4629618413
2449,NA1_4629831742
2450,NA1_4626405909
2451,NA1_4628530875
2452,NA1_4629747738
2453,NA1_4618726251
2454,NA1_4624985108
2455,NA1_4627591893
2456,NA1_4623694111
2457,NA1_4626824002
2458,NA1_4627034991
2459,NA1_4621060198
2460,NA1_4617858451
2461,NA1_4626810079
2462,NA1_4629574428
2463,NA1_4628587174
2464,NA1_4626255959
2465,NA1_4629777946
2466,NA1_4626743514
2467,NA1_4626953210
2468,NA1_4613625720
2469,NA1_4620575299
2470,NA1_4631245578
2471,NA1_4623022479
2472,NA1_4628992789
2473,NA1_4630559749
2474,NA1_4631044591
2475,NA1_4629842379
2476,NA1_4628641305
2477,NA1_4625562531
2478,NA1_4615283682
2479,NA1_4627987435
2480,NA1_4629951341
2481,NA1_4623320678
2482,NA1_4617761533
2483,NA1_4628492255
2484,NA1_4631779027
2485,NA1_4611491970
2486,NA1_4622329973
2487,NA1_4631186140
2488,NA1_4606956849
2489,NA1_4631494708
2490,NA1_4622706401
2491,NA1_4627168718
2492,NA1_4630219223
2493,NA1_4619599734
2494,NA1_4625207001
2495,NA1_4621815120
2496,NA1_4616319119
2497,NA1_4617855654
2498,NA1_4629245118
2499,NA1_4632140312
2500,NA1_4628442923
2501,NA1_4630356256
2502,NA1_4618187206
2503,NA1_4628175608
2504,NA1_4630683766
2505,NA1_4624495972
2506,NA1_4611982874
2507,NA1_4627735383
2508,NA1_4627278078
2509,NA1_4626970973
2510,NA1_4629481369
2511,NA1_4626314913
2512,NA1_4625586515
2513,NA1_4627243005
2514,NA1_4618695893
2515,NA1_4627316776
2516,NA1_4622999780
2517,NA1_4619806762
2518,NA1_4618042023
2519,NA1_4632047205
2520,NA1_4630448914
2521,NA1_4627244730
2522,NA1_4620710441
2523,NA1_4632131375
2524,NA1_4623321863
2525,NA1_4627389030
2526,NA1_4628567711
2527,NA1_4615761683
2528,NA1_4619816203
2529,NA1_4628132214
2530,NA1_4630654328
2531,NA1_4622558724
2532,NA1_4606480703
2533,NA1_4628110764
2534,NA1_4623774198
2535,NA1_4624706586
2536,NA1_4613624233
2537,NA1_4620992021
2538,NA1_4617512303
2539,NA1_4623491457
2540,NA1_4627527180
2541,NA1_4619776704
2542,NA1_4632006351
2543,NA1_4632046352
2544,NA1_4624455599
2545,NA1_4626539916
2546,NA1_4620798008
2547,NA1_4619302829
2548,NA1_4610552373
2549,NA1_4622382581
2550,NA1_4630091990
2551,NA1_4630376352
2552,NA1_4612349481
2553,NA1_4632274466
2554,NA1_4626371768
2555,NA1_4615086006
2556,NA1_4622999538
2557,NA1_4631196790
2558,NA1_4628152381
2559,NA1_4625647982
2560,NA1_4620362046
2561,NA1_4631838520
2562,NA1_4606790123
2563,NA1_4630140321
2564,NA1_4614027295
2565,NA1_4625299425
2566,NA1_4628868795
2567,NA1_4623101819
2568,NA1_4619628509
2569,NA1_4629543966
2570,NA1_4619424727
2571,NA1_4623032177
2572,NA1_4624578443
2573,NA1_4623761449
2574,NA1_4629011839
2575,NA1_4620570826
2576,NA1_4631646460
2577,NA1_4618230886
2578,NA1_4619540291
2579,NA1_4628019689
2580,NA1_4621139618
2581,NA1_4628400176
2582,NA1_4624494588
2583,NA1_4624486550
2584,NA1_4611248167
2585,NA1_4630517805
2586,NA1_4628963489
2587,NA1_4615977317
2588,NA1_4620060563
2589,NA1_4628300368
2590,NA1_4621471964
2591,NA1_4629144145
2592,NA1_4629032013
2593,NA1_4626429603
2594,NA1_4626906497
2595,NA1_4624903412
2596,NA1_4632162547
2597,NA1_4622759046
2598,NA1_4618642800
2599,NA1_4628327591
2600,NA1_4624755976
2601,NA1_4627029508
2602,NA1_4614845396
2603,NA1_4625971156
2604,NA1_4623551737
2605,NA1_4622827361
2606,NA1_4624072652
2607,NA1_4631575404
2608,NA1_4617439144
2609,NA1_4630892943
2610,NA1_4626150044
2611,NA1_4626597674
2612,NA1_4631597824
2613,NA1_4627789453
2614,NA1_4625916714
2615,NA1_4630450412
2616,NA1_4626650666
2617,NA1_4631095958
2618,NA1_4627295193
2619,NA1_4629378144
2620,NA1_4627298654
2621,NA1_4625322775
2622,NA1_4628656017
2623,NA1_4622574171
2624,NA1_4626988024
2625,NA1_4615722673
2626,NA1_4629508037
2627,NA1_4631586392
2628,NA1_4629062858
2629,NA1_4623291031
2630,NA1_4629065839
2631,NA1_4628309351
2632,NA1_4624092239
2633,NA1_4618334161
2634,NA1_4627006424
2635,NA1_4619808282
2636,NA1_4621894777
2637,NA1_4618648826
2638,NA1_4623866832
2639,NA1_4622189215
2640,NA1_4627493758
2641,NA1_4629113714
2642,NA1_4622831689
2643,NA1_4605438260
2644,NA1_4626842298
2645,NA1_4622294901
2646,NA1_4627919859
2647,NA1_4624283111
2648,NA1_4627447566
2649,NA1_4613898027
2650,NA1_4629471989
2651,NA1_4629651054
2652,NA1_4623864474
2653,NA1_4624950225
2654,NA1_4629862796
2655,NA1_4613040129
2656,NA1_4618629141
2657,NA1_4619257755
2658,NA1_4625496879
2659,NA1_4615605773
2660,NA1_4627556976
2661,NA1_4626602960
2662,NA1_4631498598
2663,NA1_4615967735
2664,NA1_4627974397
2665,NA1_4631441707
2666,NA1_4629956510
2667,NA1_4625435105
2668,NA1_4619639616
2669,NA1_4623674332
2670,NA1_4613813389
2671,NA1_4624599216
2672,NA1_4623745036
2673,NA1_4620475102
2674,NA1_4628649051
2675,NA1_4626342620
2676,NA1_4626815842
2677,NA1_4614577373
2678,NA1_4615009582
2679,NA1_4621898127
2680,NA1_4631575511
2681,NA1_4630495256
2682,NA1_4623301068
2683,NA1_4615058885
2684,NA1_4623342174
2685,NA1_4630370947
2686,NA1_4631998998
2687,NA1_4627205792
2688,NA1_4619591112
2689,NA1_4629817546
2690,NA1_4621144460
2691,NA1_4628250419
2692,NA1_4606569535
2693,NA1_4614137525
2694,NA1_4626198949
2695,NA1_4615229837
2696,NA1_4626269926
2697,NA1_4623627797
2698,NA1_4625130973
2699,NA1_4628351327
2700,NA1_4623650443
2701,NA1_4631858728
2702,NA1_4628255404
2703,NA1_4614953647
2704,NA1_4628929504
2705,NA1_4629007900
2706,NA1_4629862141
2707,NA1_4618047900
2708,NA1_4630775956
2709,NA1_4626943203
2710,NA1_4622280603
2711,NA1_4626841898
2712,NA1_4621033293
2713,NA1_4618066716
2714,NA1_4617735414
2715,NA1_4614453565
2716,NA1_4613054183
2717,NA1_4616988201
2718,NA1_4631334636
2719,NA1_4619183793
2720,NA1_4615134006
2721,NA1_4631418862
2722,NA1_4627365964
2723,NA1_4630868638
2724,NA1_4629137070
2725,NA1_4627392439
2726,NA1_4626821965
2727,NA1_4628574158
2728,NA1_4630312848
2729,NA1_4620527470
2730,NA1_4620732503
2731,NA1_4626460833
2732,NA1_4619057581
2733,NA1_4626292229
2734,NA1_4623964760
2735,NA1_4622678059
2736,NA1_4624356784
2737,NA1_4617198900
2738,NA1_4614941149
2739,NA1_4626413523
2740,NA1_4629020658
2741,NA1_4615534868
2742,NA1_4616959394
2743,NA1_4615852550
2744,NA1_4624623988
2745,NA1_4613568974
2746,NA1_4630919697
2747,NA1_4628990356
2748,NA1_4631300715
2749,NA1_4628832094
2750,NA1_4613586502
2751,NA1_4616888017
2752,NA1_4630070009
2753,NA1_4615231077
2754,NA1_4628931359
2755,NA1_4629674458
2756,NA1_4611736523
2757,NA1_4627761326
2758,NA1_4630006667
2759,NA1_4631063527
2760,NA1_4620028534
2761,NA1_4632089342
2762,NA1_4623459664
2763,NA1_4625044221
2764,NA1_4621851006
2765,NA1_4624628496
2766,NA1_4619511615
2767,NA1_4629884286
2768,NA1_4623826836
2769,NA1_4622877740
2770,NA1_4629661499
2771,NA1_4615625982
2772,NA1_4622068605
2773,NA1_4623070105
2774,NA1_4618113498
2775,NA1_4616185149
2776,NA1_4620905150
2777,NA1_4631722770
2778,NA1_4627548249
2779,NA1_4626121857
2780,NA1_4625113034
2781,NA1_4617237091
2782,NA1_4619337339
2783,NA1_4629973188
2784,NA1_4623705611
2785,NA1_4613946633
2786,NA1_4619036140
2787,NA1_4629587923
2788,NA1_4626275788
2789,NA1_4610489709
2790,NA1_4624988307
2791,NA1_4624619650
2792,NA1_4620182692
2793,NA1_4622024170
2794,NA1_4631721293
2795,NA1_4621036891
2796,NA1_4625597071
2797,NA1_4619777677
2798,NA1_4628060116
2799,NA1_4630970604
2800,NA1_4623278376
2801,NA1_4619919628
2802,NA1_4631447223
2803,NA1_4621845002
2804,NA1_4624030244
2805,NA1_4626890702
2806,NA1_4631097945
2807,NA1_4620390469
2808,NA1_4631277213
2809,NA1_4631393713
2810,NA1_4624932313
2811,NA1_4632210462
2812,NA1_4623876836
2813,NA1_4631097698
2814,NA1_4627282998
2815,NA1_4616984748
2816,NA1_4631290250
2817,NA1_4623195117
2818,NA1_4628831682
2819,NA1_4622754230
2820,NA1_4617475423
2821,NA1_4623598066
2822,NA1_4629737440
2823,NA1_4631086376
2824,NA1_4613453703
2825,NA1_4628323577
2826,NA1_4628483056
2827,NA1_4630201324
2828,NA1_4622815927
2829,NA1_4629321716
2830,NA1_4617292972
2831,NA1_4621556212
2832,NA1_4619805065
2833,NA1_4631185471
2834,NA1_4618604304
2835,NA1_4628193006
2836,NA1_4611826733
2837,NA1_4617443392
2838,NA1_4631984827
2839,NA1_4631516824
2840,NA1_4631066842
2841,NA1_4628132886
2842,NA1_4617106003
2843,NA1_4630258284
2844,NA1_4619418337
2845,NA1_4628907314
2846,NA1_4616042257
2847,NA1_4621958601
2848,NA1_4630064480
2849,NA1_4620646574
2850,NA1_4625873894
2851,NA1_4626627202
2852,NA1_4627556240
2853,NA1_4630551806
2854,NA1_4626824559
2855,NA1_4621774098
2856,NA1_4628098432
2857,NA1_4631678501
2858,NA1_4621978750
2859,NA1_4631791805
2860,NA1_4627215302
2861,NA1_4631837075
2862,NA1_4632239854
2863,NA1_4606774686
2864,NA1_4626479048
2865,NA1_4625169290
2866,NA1_4614763942
2867,NA1_4619656888
2868,NA1_4623567418
2869,NA1_4627227310
2870,NA1_4620232406
2871,NA1_4629383865
2872,NA1_4626253716
2873,NA1_4630719646
2874,NA1_4631281198
2875,NA1_4628385769
2876,NA1_4618674505
2877,NA1_4621903735
2878,NA1_4630704214
2879,NA1_4620408730
2880,NA1_4628675488
2881,NA1_4614943697
2882,NA1_4622831311
2883,NA1_4629544151
2884,NA1_4631151281
2885,NA1_4624548938
2886,NA1_4623711549
2887,NA1_4623179575
2888,NA1_4613515461
2889,NA1_4619588353
2890,NA1_4628905260
2891,NA1_4618022206
2892,NA1_4628615128
2893,NA1_4614222173
2894,NA1_4629389639
2895,NA1_4606317129
2896,NA1_4620735519
2897,NA1_4618525668
2898,NA1_4614999407
2899,NA1_4630225823
2900,NA1_4631604866
2901,NA1_4619997769
2902,NA1_4631504073
2903,NA1_4629534172
2904,NA1_4619816359
2905,NA1_4629275423
2906,NA1_4628705055
2907,NA1_4629093007
2908,NA1_4620753322
2909,NA1_4614391339
2910,NA1_4617533558
2911,NA1_4627083730
2912,NA1_4622550618
2913,NA1_4631710354
2914,NA1_4620670814
2915,NA1_4623449309
2916,NA1_4622867823
2917,NA1_4624403060
2918,NA1_4623697577
2919,NA1_4617564158
2920,NA1_4623410553
2921,NA1_4628670865
2922,NA1_4612906475
2923,NA1_4607894632
2924,NA1_4631458960
2925,NA1_4631788383
2926,NA1_4631632411
2927,NA1_4619705809
2928,NA1_4627049020
2929,NA1_4629021198
2930,NA1_4627723283
2931,NA1_4624380209
2932,NA1_4628905635
2933,NA1_4631849348
2934,NA1_4622548073
2935,NA1_4631316644
2936,NA1_4611922487
2937,NA1_4622666533
2938,NA1_4617395077
2939,NA1_4618601772
2940,NA1_4625576737
2941,NA1_4622438935
2942,NA1_4626746589
2943,NA1_4630101702
2944,NA1_4619656216
2945,NA1_4625031143
2946,NA1_4631669611
2947,NA1_4613042705
2948,NA1_4624749722
2949,NA1_4628493168
2950,NA1_4613324667
2951,NA1_4622262160
2952,NA1_4613880341
2953,NA1_4629187937
2954,NA1_4628689065
2955,NA1_4626180417
2956,NA1_4615391815
2957,NA1_4625545833
2958,NA1_4624575722
2959,NA1_4627782570
2960,NA1_4615196347
2961,NA1_4628662170
2962,NA1_4620940387
2963,NA1_4617024158
2964,NA1_4613433800
2965,NA1_4629666376
2966,NA1_4629880902
2967,NA1_4618275936
2968,NA1_4631387078
2969,NA1_4619030397
2970,NA1_4608231871
2971,NA1_4619674910
2972,NA1_4616074333
2973,NA1_4616682685
2974,NA1_4630911560
2975,NA1_4624212312
2976,NA1_4628285549
2977,NA1_4623928027
2978,NA1_4621881237
2979,NA1_4611711475
2980,NA1_4613657983
2981,NA1_4628437443
2982,NA1_4629707903
2983,NA1_4631813141
2984,NA1_4627202610
2985,NA1_4626496853
2986,NA1_4627954154
2987,NA1_4632033844
2988,NA1_4632012669
2989,NA1_4629705559
2990,NA1_4617887034
2991,NA1_4631765102
2992,NA1_4631968751
2993,NA1_4625161837
2994,NA1_4625095694
2995,NA1_4623282419
2996,NA1_4620713372
2997,NA1_4612325748
2998,NA1_4631354870
2999,NA1_4613338534
3000,NA1_4627554999
3001,NA1_4609097458
3002,NA1_4627412801
3003,NA1_4617011799
3004,NA1_4630013638
3005,NA1_4622751499
3006,NA1_4625205701
3007,NA1_4612829809
3008,NA1_4617281243
3009,NA1_4623754930
3010,NA1_4631865408
3011,NA1_4629659023
3012,NA1_4623166216
3013,NA1_4627771433
3014,NA1_4622779342
3015,NA1_4630231385
3016,NA1_4626531790
3017,NA1_4628963834
3018,NA1_4624946903
3019,NA1_4627718453
3020,NA1_4630783737
3021,NA1_4629333442
3022,NA1_4616091273
3023,NA1_4623133207
3024,NA1_4628867975
3025,NA1_4629595587
3026,NA1_4623673668
3027,NA1_4620938331
3028,NA1_4629674392
3029,NA1_4630152816
3030,NA1_4622768662
3031,NA1_4611777241
3032,NA1_4623784189
3033,NA1_4621325384
3034,NA1_4621474546
3035,NA1_4630787020
3036,NA1_4631590872
3037,NA1_4629665969
3038,NA1_4621857022
3039,NA1_4617409676
3040,NA1_4624649398
3041,NA1_4625385203
3042,NA1_4623203526
3043,NA1_4631894919
3044,NA1_4629837905
3045,NA1_4614009263
3046,NA1_4629789896
3047,NA1_4631798286
3048,NA1_4629778693
3049,NA1_4619395362
3050,NA1_4626212491
3051,NA1_4626877446
3052,NA1_4631540508
3053,NA1_4619809876
3054,NA1_4632255224
3055,NA1_4605707198
3056,NA1_4627999296
3057,NA1_4622967802
3058,NA1_4618145565
3059,NA1_4623648185
3060,NA1_4620465375
3061,NA1_4630124108
3062,NA1_4622015031
3063,NA1_4630916729
3064,NA1_4628007981
3065,NA1_4613722248
3066,NA1_4619963534
3067,NA1_4630673498
3068,NA1_4614516110
3069,NA1_4618229721
3070,NA1_4627434112
3071,NA1_4628930330
3072,NA1_4624008232
3073,NA1_4606588723
3074,NA1_4615325868
3075,NA1_4629784785
3076,NA1_4623792447
3077,NA1_4630052968
3078,NA1_4618146376
3079,NA1_4625517372
3080,NA1_4631329327
3081,NA1_4631665687
3082,NA1_4628027986
3083,NA1_4613934862
3084,NA1_4631905507
3085,NA1_4620684368
3086,NA1_4629957831
3087,NA1_4623328199
3088,NA1_4623939672
3089,NA1_4631845275
3090,NA1_4632047553
3091,NA1_4625057308
3092,NA1_4619975087
3093,NA1_4631650520
3094,NA1_4610260741
3095,NA1_4628220234
3096,NA1_4628225771
3097,NA1_4630391452
3098,NA1_4631444712
3099,NA1_4629499780
3100,NA1_4619798862
3101,NA1_4615971256
3102,NA1_4626947819
3103,NA1_4615866988
3104,NA1_4619798289
3105,NA1_4617855841
3106,NA1_4626833665
3107,NA1_4628943871
3108,NA1_4628891070
3109,NA1_4613481145
3110,NA1_4631782305
3111,NA1_4621138961
3112,NA1_4624977200
3113,NA1_4622783044
3114,NA1_4619249295
3115,NA1_4618254654
3116,NA1_4628968375
3117,NA1_4619759101
3118,NA1_4614808733
3119,NA1_4620236549
3120,NA1_4621554882
3121,NA1_4617967737
3122,NA1_4617658147
3123,NA1_4627292801
3124,NA1_4614065245
3125,NA1_4629174739
3126,NA1_4620704001
3127,NA1_4620808347
3128,NA1_4624663047
3129,NA1_4621336766
3130,NA1_4607301227
3131,NA1_4626773227
3132,NA1_4619906509
3133,NA1_4615263899
3134,NA1_4628952170
3135,NA1_4620956276
3136,NA1_4618051738
3137,NA1_4628289052
3138,NA1_4627618293
3139,NA1_4626686017
3140,NA1_4631030815
3141,NA1_4627668305
3142,NA1_4620981684
3143,NA1_4623615315
3144,NA1_4627503778
3145,NA1_4624100479
3146,NA1_4630330738
3147,NA1_4629046359
3148,NA1_4629773793
3149,NA1_4623580778
3150,NA1_4615430205
3151,NA1_4629436972
3152,NA1_4627356689
3153,NA1_4615127094
3154,NA1_4617912404
3155,NA1_4629175708
3156,NA1_4630733197
3157,NA1_4628891285
3158,NA1_4624411056
3159,NA1_4619108173
3160,NA1_4617142588
3161,NA1_4628628274
3162,NA1_4627712338
3163,NA1_4620089195
3164,NA1_4615579555
3165,NA1_4612626829
3166,NA1_4616871153
3167,NA1_4628076686
3168,NA1_4631734470
3169,NA1_4625981769
3170,NA1_4628346844
3171,NA1_4613797343
3172,NA1_4622811112
3173,NA1_4616149938
3174,NA1_4606341368
3175,NA1_4630144476
3176,NA1_4615250815
3177,NA1_4631990761
3178,NA1_4613390839
3179,NA1_4626392755
3180,NA1_4622064191
3181,NA1_4627235094
3182,NA1_4619620865
3183,NA1_4616309373
3184,NA1_4617069487
3185,NA1_4620590596
3186,NA1_4616907238
3187,NA1_4607934530
3188,NA1_4621564338
3189,NA1_4615045542
3190,NA1_4623498786
3191,NA1_4629348588
3192,NA1_4617117788
3193,NA1_4616992465
3194,NA1_4616147397
3195,NA1_4617137134
3196,NA1_4621929948
3197,NA1_4616304504
3198,NA1_4625971983
3199,NA1_4616910965
3200,NA1_4629374091
3201,NA1_4614924993
3202,NA1_4622089955
3203,NA1_4630532638
3204,NA1_4617246479
3205,NA1_4629336919
3206,NA1_4625893600
3207,NA1_4616749351
3208,NA1_4618130746
3209,NA1_4613340668
3210,NA1_4620085838
3211,NA1_4631913744
3212,NA1_4621574952
3213,NA1_4630891368
3214,NA1_4628688624
3215,NA1_4619569386
3216,NA1_4617264884
3217,NA1_4623604859
3218,NA1_4629415114
3219,NA1_4626811684
3220,NA1_4628108720
3221,NA1_4623656274
3222,NA1_4630090187
3223,NA1_4621249384
3224,NA1_4629649273
3225,NA1_4628458973
3226,NA1_4611843692
3227,NA1_4624010825
3228,NA1_4628087762
3229,NA1_4631827677
3230,NA1_4632014685
3231,NA1_4626329241
3232,NA1_4616638698
3233,NA1_4620216836
3234,NA1_4630187481
3235,NA1_4630049059
3236,NA1_4620272413
3237,NA1_4625057960
3238,NA1_4628720499
3239,NA1_4628291017
3240,NA1_4616960179
3241,NA1_4615392162
3242,NA1_4616547691
3243,NA1_4630594720
3244,NA1_4611655045
3245,NA1_4626377468
3246,NA1_4603978384
3247,NA1_4630812871
3248,NA1_4625167976
3249,NA1_4632034227
3250,NA1_4628533011
3251,NA1_4631989059
3252,NA1_4631615689
3253,NA1_4619825230
3254,NA1_4629761431
3255,NA1_4617468250
3256,NA1_4630999108
3257,NA1_4628212066
3258,NA1_4617014623
3259,NA1_4629705688
3260,NA1_4621248005
3261,NA1_4610908668
3262,NA1_4618008973
3263,NA1_4631675401
3264,NA1_4627365901
3265,NA1_4628184754
3266,NA1_4614652004
3267,NA1_4630388880
3268,NA1_4616343241
3269,NA1_4618809746
3270,NA1_4628799829
3271,NA1_4629743037
3272,NA1_4629162113
3273,NA1_4631610600
3274,NA1_4622167636
3275,NA1_4621847277
3276,NA1_4630594295
3277,NA1_4629874318
3278,NA1_4618155851
3279,NA1_4613082612
3280,NA1_4623133654
3281,NA1_4614264308
3282,NA1_4630901989
3283,NA1_4625226798
3284,NA1_4628466715
3285,NA1_4619175369
3286,NA1_4615951977
3287,NA1_4618208373
3288,NA1_4632079561
3289,NA1_4626496419
3290,NA1_4629409587
3291,NA1_4630998247
3292,NA1_4628241595
3293,NA1_4608989035
3294,NA1_4629372523
3295,NA1_4630106356
3296,NA1_4621768755
3297,NA1_4626447307
3298,NA1_4616952886
3299,NA1_4615738919
3300,NA1_4623494746
3301,NA1_4620732183
3302,NA1_4621112012
3303,NA1_4614689022
3304,NA1_4631170122
3305,NA1_4620913849
3306,NA1_4630757465
3307,NA1_4630549757
3308,NA1_4631101901
3309,NA1_4628175834
3310,NA1_4628151978
3311,NA1_4627801016
3312,NA1_4626004689
3313,NA1_4613310394
3314,NA1_4632164215
3315,NA1_4615342526
3316,NA1_4626458433
3317,NA1_4625612925
